"","title","company","location","desc","ind","jobtype","industry_clean","highest_edu","lon","lat"
"255","Senior Financial Analyst","Nauticus Group","Springfield Township, NJ","
A Leading Healthcare Company located in Union County, New Jersey is searching for a Senior Financial Analyst who will handle the following responsibilities: 
 Prepare Weekly Dashboard (weekly summary of all business activity)
 Monitor and compare weekly revenue and commercial statistics to company budgets/forecasts 
 Work with Planning team to understand budget and how actual results compare 
 Compile monthly variance schedules to budget and compile monthly variance schedules to prior periods
 Explain variances in revenue and operating expense at a summary and detailed level 
 Maintain warehouse for all financial statistics and metrics
 Rate/Volume variances and explanations 
 Prepare standard variance analyses (to full year budget and prior forecasts) 
 Adhere to Management mandated schedule for timely completion of budget 
 Prepare monthly forecasting tools for Business Units to use for budgeting purposes 
 Compare budgeted results to prior periods and previous forecasts for validation 
 Prepare Product Line/Business Unit Analyses through Net Income 
 Work in conjunction with Accounting group to understand actual information 
 Understand various calculations (based on customers) for sharing based on the specific deals
 Compile and report on quarterly fleet and contractual cash flow statistics 
 Prepare ad hoc analysis, special projects and presentations with respect to company profitability and financial matters 


Qualified applicants for this opportunity should possess:
 A Bachelors Degree in Accounting
 4+ years experience, MBA and/or CPA preferred
 Proficient in Microsoft Office(Excel, Word, Powerpoint and Access) Oracle
 Strong communication skills
 Strong interpersonal skills 
 Ability to work well independently with good organization skills.

The total compensation range for this opportunity is $72,000 to $76,000 with excellent benefits, bonus, and 401k with match. If you are interested in this excellent opportunity (and/or others similar to it) please forward your resume to [Click Here to Email Your Resumé] and/or call us at (973) 921-9777. Ref. # CBMUU75Y. Visit our website at www.nauticusgroup.com to learn more about Nauticus Group and to view more job postings. 
Have a friend or colleague in need of career assistance? Help them and help yourself! Speak to a recruiter today about our referral bonus program. 
Nauticus Group is an elite staffing team specializing in placing all levels of accountants, bookkeepers, analysts, tax and audit professionals on a temporary, consulting, or permanent basis. Job titles and responsibilities of the candidates we specialize in placing may include the following: accounts payable, accounts receivable, credit, collections, payroll, bookkeeper, accounting clerk, junior accountant, accountant, staff accountant, senior accountant, financial analyst, financial reporting, financial management, auditor, public accounting, tax, cost accountant, accounting manager, controller, treasurer, VP of finance, CFO, Sarbanes-Oxley Consultant, SOX, fixed assets, account reconciliation, cash applications, journal entries, general ledger maintenance, bank reconciliation’s, trial balance preparation, financial reporting, month-end, GAAP, SEC, quarterly and year-end close, financial statements, budgeting, CPA, CMA, planning, internal controls, tax return preparation, forecasts and variance analyses, internal management reports, consolidations, foreign currency management, profit and loss, internal controls, inventory, sales tax, multi state, property tax and payroll tax. 
",0,"stat","Finance","bachelor",-74.3222146,40.7016937
"256","Planning Analyst","Community Hospital Corporation","Plano, TX","
The Planning Analyst assists the VP of Planning and EVP of Community Hospital Consulting in the collection and analysis of hospital data and healthcare trends; provides research and collection of inpatient, physician and non-acute aspects of the healthcare marketplace; using Microsoft Excel extensively, creates and maintains spreadsheets and databases providing analysis and standardization of the data; provides research, analysis and report creation on health status data, demographics and other necessary information to conduct Community Health Needs Assessments. These analyses are utilized in corporate and hospital planning and strategy development.Major Responsibilities: • Gather and analyze market data, demographics and other information to support analytical requests of internal and external clients.• Prepare and design spreadsheets, graphics and maps for presentations using Microsoft Office products.• Create graphical data representations using mapping software such as MapPoint.• Utilize Microsoft Excel to create reports from state comparative databases.• Conduct research to identify health statistics and disease related information to identify issues and trends.• Conduct primary and secondary research including one-on-one telephone interviews and analysis of findings.• Participate in survey design, data collection and analysis for various internal and external projects using SurveyMonkey or similar program.• Analyze client data to identify issues and trends.• Assist in analysis of physician recruiting needs including data manipulation, one-on-one physician interviews and report generation.• Assist in development of written reports and occasionally make oral presentations of analytic results to clients as needed.• Keep internal and external customers informed on progress of projects.• Obtains professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; participating in professional societies.• Performs other duties as assigned.Position Goals:• Provides support as necessary to CHC hospitals and consulting clients along with providing support for internal CHC staff• Complete research and analysis accurately and timely as needed.• Work collaboratively with CHC colleagues, managed hospital personnel, and engaged clients.General Duties:• Upholds and supports the company’s mission, vision, goals, and objectives.• Perform other miscellaneous job-related duties as assigned.Education:Requires a bachelor’s degree in business administration, marketing, statistics, healthcare. administration or related field of study; master’s degree preferred. 
Requires knowledge of market research methodology and statistics.
Prior Experience:Requires 3 or more years of planning and market analysis experience, preferably in a healthcare setting or an equivalent in education and experience. 
Requires advanced Excel skills including use of pivot tables, v-lookups, and various formulas.


• Advanced skills with Microsoft Office products including Excel, Access, PowerPoint and MapPoint, and other database tools for research and analysis• Advanced skills in spreadsheet manipulation and pivot table experience• Excellent written and interpersonal communication skills• Problem-solving skills• Critical thinking skills• Ability to prioritize multiple projects and timely complete assignments• Ability to translate complex data into usable written and/or graphic format and write clear reports• Ability to self-motivate, organize own work and juggle multiple priorities to produce accurate analyses• Ability to maintain effectiveness during change and to adapt to change with a positive attitude• Ability to work with all levels of management and staff and respecting all differences• Possess a strong customer and service to others orientation• Must be a team player• Experience with Truven Health Market Expert and other Truven Health tools preferred• Ability to meet CHC’s Drug and Tobacco-Free requirementsSalary:Competitive base salary plus an annual incentive pay plan, competitive benefits plan including medical, dental, life and long term disability insurance, a 401k company match, 9 paid holidays and 18 PTO days.Other:About Community Hospital Corporation – HELP WHERE HOSPITALS NEED IT®Community Hospital Corporation owns, manages and consults with hospitals through three distinct organizations – CHC Hospitals, CHC Consulting and CHC ContinueCARE, which share a common purpose to guide, support and enhance the mission of community hospitals and healthcare providers. Based in Plano, Texas, CHC provides the resources and experience community hospitals need to improve quality outcomes, patient satisfaction and financial performance. CHC's corporate office was named among the 150 Great Places to Work in Healthcare by Becker’s Hospital Review for 2015 and 2016 and was named among the top 100 Places to Work in DFW by the Dallas Morning News in 2015 and 2016. CHC is as dedicated to maintaining a corporate culture of care and concern for its employees that is as strong as its dedication to supporting our clients.CHC is continuing to grow, and seeks talented individuals who will contribute to our growth while embracing our mission to guide, support and enhance the mission of community hospitals and healthcare providers. For more information about CHC, please visit www.communityhospitalcorp.com 
",0,"stat","Business Services","ms",-96.6988856,33.0198431
"257","Lead Retention Analyst","Resource Solutions","Wilmington, DE","
Strategic AnalyticsStrategic Analytics champions the company's ambitious growth agenda by utilizing data and advanced analytics and converting it into actionable energy Overall purpose of role:Lead Retention Analyst would be responsible for providing analytical and production support for optimizing and maintaining the retention engine for BCUS credit card customers. This person would also work closely with the segment team to develop and implement new offers in the retention offer suite.Key Accountabilities and Skills required:Provide analytical and production support to optimize the retention engine for BCUS credit card portfolio
Analyze customer performance data and complete quantitative analyses using statistical software packages such as MS Excel, SAS, and SQL
Provide analytical support for new product development initiatives by identifying opportunities to drive customer engagement in the retention program
Recommend test/control methodologies for retention strategies and track performance of past tests to recommend future improvements
 Risk and Control: All Barclays colleagues have to ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal Barclays Policies and Policy Standards Your Skills and Qualifications will includeBasic Qualifications Bachelor's degree in an analytical / statistical discipline required (e.g. Statistics, Economics, Mathematics, Finance, Operations Research or related quantitative).
5+ years of analytical experience, Bank Cards or related financial services industry
 Preferred QualificationsStrong knowledge of SAS and Excel
Ability to work independently and in a team environment
Master's degree in an analytical / statistical discipline required (e.g. Statistics, Economics, Mathematics, Finance, Operations Research or related quantitative).
3 Years of financial services experience with progressive responsibilities over that period
 The Benefits: Our customers deserve the best. The same goes for our employees. That's why at Barclays you'll receive a range of benefits that include a competitive salary and all the tools, technology and support you need to succeed.


oBachelor's degree in an analytical / statistical discipline required (e.g. Statistics, Economics, Mathematics, Finance, Operations Research or related quantitative). o5+ years of analytical experience, Bank Cards or related financial services industry
",0,"stat","Finance","ms",-75.5397878,39.7390721
"258","Business Analytics Principal","The Timken Company","Canton, OH","
Your Career Begins at Timken  If you're ready for a challenging career that provides you with the ability to advance personally and professionally, look to Timken.  Our associates make the world more productive by improving the efficiency and reliability of the machinery that keeps industry in motion. Position Purpose:  Integrate, aggregate and analyze customer transactional activity data from our internal e-commerce and information data bases and external data sources to discern changes in customer and market behavior that impact our revenue and working capital. To lead projects between Business to Business (B2B) e-commerce platforms, Timken Information Technologies team, data Analytics team and aftermarket channel marketing Continuously improve and meet changing customer requirements, across our B2B Platforms. Essential  Responsibilities: Identify and apply industry best practices across our B2B platform. Act as the project manager to implement innovative solutions and bring enhanced or new functionality to Timken’s e-commerce and data platforms. This will include cross functional and global team development Learn and master our product offering and nomenclature, our supporting functional areas (supply chain, pricing, product management), our e-commerce platform & support infrastructure, the industrial & auto aftermarket channel dynamics, B2B customer needs and end user requirements to create unique business solutions that increase revenue and profitability. Communicate both written and verbally with external customers on e-commerce requirements and partner with them to create a working integrated solution. Manage and execute internal and external customer requests including troubleshooting and continuous improvement opportunities. Identify, define and lead the implementation of modern e-training technologies that pertain to our B2B platform features, functions and capabilities.  Technical and Functional Skills: Statistical, Economics,  or heavy data analytics, experience (SQL, JMP, SAS a plus) Excellent problem-solving skills Strong analytical and process documentation skills Good cross-culture communication skills Adherence to stringent deadlines and attention to details Innovative and continuous improvement mindset Proficient in Microsoft Office (Excel, Word, PowerPoint), SharePoint, data base functionality (SQL, Access, etc.), SAP, and Statistical solutions Basic Qualifications:  
Bachelor’s Degree  in Economics, Business, Statistics, , Marketing, Data Analytics, Data Science with Seven years post qualification experience with Business processes and Continuous Improvement OR 
Master’s Degree in Economics, Business, Statistics, , Marketing, Data Analytics, Data Science with Five  years post qualification experience with Business processes and Continuous Improvement 
Licenses and Certifications :  Certification and skills in Statistics preferred (e.g. Six Sigma Black Belt) All qualified applicants shall be treated equally according to their individual qualifications, abilities, experiences and other employment standards. There will be no discrimination due to gender or gender identity, race, religion, color, national origin, ancestry, age, disability, sexual orientation, veteran/military status or any other basis protected by applicable law.


 
",0,"stat","Manufacturing","ms",-81.378447,40.7989473
"259","MetroAccess - MACS Ops Performance Analyst","Washington Metropolitan Area Transit Authority","Hyattsville, MD","
  Job Description    Posting/Position Details: All WMATA posted job openings are available through 11:59 pm the night before the noted Close Date. To ensure successful submission of application applicants are encouraged to apply well before this cut-off.  The noted Close Date is the date on which the posting is automatically removed from the website as of 12:00am at which time submission of an application is no longer possible. (WMATA reserves the right to remove postings at any time without notice as business needs demand.) Marketing Statement   Are you that naturally curious team member with a penchant for data analytics that can support data-driven decision-making and ultimately drive for higher performance? As the MACS Operations Performance Analyst, you will play a key role in driving for accurate, consistent and timely reporting of operating service, contract and performance metrics in a dynamic and complex operational environment. With extreme attention to detail, you will evaluate critical quality assurance functions and processes with the goal of identifying process improvements. As a professional who regularly demonstrates initiative, you will leverage your extraordinary familiarity with strengthening existing and/or developing quality data management/mining and performance measurement approaches in order to identify and thoughtfully present management trends. Your high quality work will enhance the robustness of data-driven decision-making and compliance measurement within our regulatory environment. Lastly, you will continually stretch toward the professional endgame associated with this role: to maximize operating efficiencies and improve the customer experience here in the nation’s capital (through the proactive monitoring of operational trends and informative industry research, to include benchmarking and best practices review).  MINIMUM QUALIFICATIONS AND EXPERIENCE: Education and Experience  Bachelor’s Degree in Economics, Math/Operations Research, Statistics, Finance, Accounting, Business or similar field. Must have 5 years of related work experience. In lieu graduate Bachelor’s degree, at least nine years of substantive experience in applying data-driven research and qualitative/quantitative analysis in driving process improvement(s) in various industry environments will also be considered. Certification/Licensure N/A Preferred  Master’s Degree in Economics, Math/Operations Research, Statistics, Finance, Accounting, Business or similar field. Medical Group:  Satisfactorily complete the medical examination for this position, if required.  The incumbent must be able to perform the essential functions of this position either with or without reasonable accommodations. SUMMARY: This position is responsible for assisting in the collection, analysis, documentation, and dissemination of service and performance data in cooperation with other MACS Subject Matter Experts in support of ACCS Strategic Initiatives. The incumbent provides management support and reports to the MACS Financial Operations Manager. The primary responsibilities are to provide management support in the area of complex statistical analysis, performance measurement and service compliance review among the three operational components of the MACS Contract Service Model (Service Delivery, Operations Control Center and Quality Assurance). ESSENTIAL FUNCTIONS Independently retrieves, verifies and analyzes complex operational statistics to establish data quality and reliability of performance data. Formulates data gathering protocols for evaluating and reporting operations data. Analyzes data gathered and develops solutions or alternative methods of collecting such data. Utilizes sophisticated computer software, databases, and statistical programs, and modeling packages, to analyze and solve problems. Breaks down problems into their various parts and analyzes the effect that different changes and circumstances would have on each of these parts. Verifies that reports and deliverables submitted by Operations Service Providers comply with established compliance protocols, with regard to accuracy and presentation consistency. Validates the statistical integrity and consistency of sampling efforts associated with service protocols. Develops coherent qualitative summaries. Promptly and consistently reports adverse findings to manager. Supports management team with the production, analysis, and distribution of high quality weekly, monthly, and quarterly service operations and performance reports. Effectively summarizes qualitative and quantitative analyses into formats appropriate for a range of audiences. Applies working knowledge of data collection and analysis methods to prepare detailed reports and/or reconfigures existing reports as necessary. Independently performs high-level root cause analysis and collaborates with Subject Matter Experts as necessary. Analyzes operations data for anomalies, trends and opportunities for improvement in a dynamic and fast moving operation.  Develops, monitors and coordinates a compliance and review system for contractors’ operations reports, to include required internal and external daily, weekly, and monthly service and financial reporting.  Performs research, analysis, and reports on industry best practices. Collects data and develops analytical justifications in support of changes to existing policies and procedures as needed. Analyzes current business processes and/or SOPs and makes recommendations for improvement to maximize efficiencies. Coordinates quality control objectives and activities to resolve service problems, maximize service reliability, and minimize cost.  Evaluation Criteria: Consideration will be given to applicants whose resumes demonstrate the required education and experience. Applicants should include all relevant education and work experience. Evaluation criteria may include one or more of the following: Personal Interview Skills Assessments Verification of education and experience Criminal Background Check Credit history report for positions with fiduciary responsibilities Successful completion of a medical examination including a drug and alcohol screening Review of a current Motor Vehicle Report Closing:                                   Washington Metropolitan Area Transit Authority, a Federal contractor, is an Equal Opportunity / Affirmative Action employer.  All qualified applicants receive consideration for employment without regard to race, color, creed, religion, national origin, sex, gender, gender identity, age, sexual orientation, genetic information, physical or mental disability, or status as a protected veteran, or any other status protected by applicable federal law, except where a bona fide occupational qualification exists.  Our hiring process is designed to be accessible and free from discrimination. This posting is an announcement of a vacant position under recruitment.  It is not intended to replace the official job description.  Job descriptions are available upon confirmation of an interview.    Help
",0,"stat","Finance","ms",-76.9455301,38.9559442
"260","Quantitative Researcher","Huxley Associates","Chicago, IL","
Permanent role for a quantitative researcher is currently being hired by a well-established firm looking to continue the build out and expansion of their fully algorithmic trading business. This is a new team in the firm that was formed for the purpose of building fully systematic black box trading strategies as the firm historically has been more focused on grey box/semi systematic trading. The team is currently 5 and profitably trading across both futures and equities.This firm is located in Chicago and looking for individuals with a PhD in Mathematics, Statistics, Physics, computer science or another quantitative discipline. You will be afforded the opportunity to join other like-minded PhDs in a collaborative environment working towards a common goal of building automated trading strategies. The role will involve heavy data analysis and signal generation to research and develop automated trading strategies. There will also be a large amount of optimization on their existing strategies as well.PhD/Postdoc studies at a top university in Physics, Mathematics, Statistics ect.
Experience working with large data sets
Strong Technology skills programming in C++ or Java
Experience working with R or Python
Internship within the trading industry is preferred, but not required for junior candidates
You will see the results of your research and work and be rewarded greatly in your bonus. Work life balance is something that you can expect to be a huge plus in this firm, as they respect their employee's family/personal lives. You can expect catered lunches and monthly company-wide events, as employee appreciation is very important for the firm. The environment is highly centralized around new model development and you will enjoy much autonomy in allocating your time to this practice, along with researching new ideas. Your models will be implemented in real time, which makes this environment extremely rewarding.If you are looking to get highly compensated for your quantitative research and model development in an automated trading environment, this is the perfect firm for you. The manager is seeking mid-senior level hires to help him direct and scale the operation. He is also seeking to hire a junior/entry level quantitative researcher so all levels of experience are encouraged to apply. The Chicago based firm is located downtown in the loop just blocks from all major metra stations.Sthree US is acting as an Employment Agency in relation to this vacancy.
",0,"stat","Education","phd",-87.6297982,41.8781136
"261","Data Manager","Huxley Associates","Boston, MA","
What will you be doing?Working closely with data sources to gather information and reverse engineer/enhance investment models
Develop high quality code and ensuring clean, relevant data is used across the trading platform
Develop data warehouse solutions and front end visualizations
Support the validation and back testing of financial models
What expertise are we looking for?Bachelor's degree in science or engineering
Strong software development experience (preferred experience in financial industry)
You have strong technical and programming skills:
3+ years with Python
3+ years with SQL
2+ years with an analytical language: SciPy, NumPy, Pandas, SKLearn, MatplotLib
You have a good understanding of statistics and quantitative concepts: probability, statistics, optimization, risk management or portfolio theory
An advanced degree in computer science, computational/mathematical finance, CFA, and/or FRM is preferred
Knowledgeable with Cloud Services (AWS, Google, Azure) and Machine Learning
Sthree US is acting as an Employment Agency in relation to this vacancy.
",0,"stat","Finance","bachelor",-71.0588801,42.3600825
"262","Team Leader Maintenance","Lamb Weston","Connell, WA","
About UsStarted in 1950 on a small farm in the Northwest region of the U.S., Lamb Weston has grown to be one of the world's largest frozen potato companies, happily delivering the delicious goodness of fries to more than 100 countries. Lamb Weston has created inventive products and processes that are standards in the industry. When we look at a potato, we see possibilities.Our people are a valuable and integral part of our business and play a vital role in our success as an organization. At Lamb Weston we offer the financial stability and career potential of a true industry leader.Lamb Weston will offer you the opportunity to put your education and skills to work as part of a great team, contributing to the achievement of the organization's goals and objectives. You will be challenged to take responsibility, drive results, show creativity, and display initiative - and you will be rewarded for your contributions and impact.Let's explore the possibilities together.The RoleResponsible to eliminate all causes of failure and ensure full useful life in coordination with daily maintenance completed by operating personnel. Leads activities of workers engaged in repair, maintenance, and installation of machines, tools, and equipment. Provides technical and problem solving support for the plant and maintenance crews. Supports and executes plant specific maintenance strategies to achieve Plant¨s key performance goals for overall maintenance performance. Assures production schedules are met and all issues are resolved and communicated in a timely fashion. Inspects operating machines and equipment for conformance with operational standards. Reviews production, and maintenance reports and statistics to plan and modify maintenance activities. Key AccountabilitiesPosition is responsible for promoting maintenance safety and overseeing maintenance activities under the direction of the Engineering Manager and Maintenance Manager.
Works with plant maintenance leadership to develop preventative maintenance plans to reduce equipment downtime and optimize labor utilization.
Works with team members to create emergency maintenance solutions for the facility.
Provides technical and problem solving support for the plant operations and maintenance crews.
Supports and executes plant specific maintenance strategies to achieve the plant's key performance goals for overall maintenance performance.
Assures production schedules are met and all issues are resolved and communicated in a timely fashion. Inspects operating machines and equipment for conformance with operational and safety standards.
Reviews production, quality control, and maintenance reports and statistics to plan and modify maintenance activities.
Responsible for setting up and training of mechanics.
Directs, administers, and coordinates plant safety policy to maintenance crews.
Skills & ExperienceThe ideal candidate will possess the following skills and abilities:
4 Year degree in Engineering or related field. Candidate with a high school or GED diploma that possesses a solid work history in Industrial Maintenance field would also be given consideration.
Ability to work all hours of the day and all days of the week.
Ability to be on call and respond to problems within assigned scope.
Experience in industrial maintenance programs and Computerized Maintenance Management Systems.
Ability to sit, stand, walk, climb steps and ladders.
Work Environment is variable, including hot, cold, humid, indoor, and outdoor.
2 years' experience in a potato processing facility preferred.
Direct experience with hydraulics, electrical, pneumatic and mechanical systems is preferred.
Superior Equipment Troubleshooting and Problem Solving Skills.
OtherLamb Weston is an equal opportunity employer and considers qualified applicants for employment without regard to race, color, creed, religion, national origin, sex, sexual orientation, gender identity and expression, age, disability, veteran status or any other protected factor under federal, state or local law.
",0,"stat","Manufacturing","bachelor",-118.8611117,46.6634733
"263","Corporate Recruiter","Jacuzzi Inc","Chino Hills, CA","
POSITION SUMMARY
The Corporate Recruiter is responsible for the organization’s recruitment and selection activities, including, but not limited to; the development and placement of recruitment advertising, selection and maintenance of recruiting agencies, resume and applicant screening, candidate interviewing process, pre-employment testing and reference checking. Conducts orientation and training of new employees. Responsible for selection, hiring, placement, promotion and transfer procedures and policies ensuring compliance with relevant federal and state employment and hiring laws and regulations. May provide consultation and training to managers in appropriate interviewing strategies and techniques.
SPECIFIC RESPONSIBILITIES:

Full cycle (at times can be high volume) recruiting, predominantly in-house, with some direct sourcing. Knowledge of industry recruiting, staffing strategies and common practices to select talent at various levels.


Develops recruitment strategies to achieve and maintain required staffing levels. Consults with hiring managers to develop specific recruitment strategies that support their business goals and functional needs.


Coaches managers on effective interviewing and selection techniques in order to ensure that managers are equipped to make sound hiring decisions.


Provides guidance, training and direction to the Human Resources Department members charged with supporting certain aspects of the staffing function.


Responsible for internal and external job postings based on hiring criteria to include position advertising. Manages relationships with Internet-based job posting vendors.


Screens resumes, interviews and refers qualified applicants that meet the functional needs of the department to hiring managers for interviewing. May provide initial screening for managers to obtain work history, education, training, job skills, competencies, and salary requirements.


Manages relationship with background check vendor in order to ensure that background checks and drug tests are performed on all candidates before beginning employment with the Company.


Continually reviews selection methods and processes for effectiveness, including pre-employment skills testing and competency testing.


Designs and coordinates effective new hire orientation programs, including first day orientation and comprehensive orientation presentations.


Consults with managers regarding the internal transfer and promotion processes in order to ensure that managers follow an effective internal interviewing process and make sound staffing decisions.


Coordinates the efforts of employment agencies and search firms including the negotiating and controlling of employment-related fees. Maintains and tracks all temporary employees and contract labor assignments. Tracks costs and ensures cost-effective business relationships with employment agencies.


Develops and maintains an internship program with college, university and community college placement offices as a source to generate qualified candidates.


Schedules and attends job/career fairs with appropriate staff as a source to generate applicant flow as needed.


Must stay up to date on the recruiting trends.


Researches, tracks, analyzes and prepares hiring reports and statistics. Analyzes and reports turnover statistics and summarizes exit interview results. Prepares special reports by collecting, analyzing and summarizing information trends.


Prepares the annual employment and advertising budget, schedules expenditures, analyzes variances, and initiates corrective actions.


Provide support to the HR team on related projects and duties as needed







Knowledge, Skills, and Abilities:
3-5 years of extensive corporate recruiting experience and/or e-commerce recruiting
Highly organized, extremely detail oriented and able to multi-task in a fast paced, deadline driven environment.
Thrive in a fluid environment with competing priorities
Knowledge of federal, state and local laws as it pertains to employment processes
High level of creativity, self-motivation, and independent thinking.
Excellent computer skills including MS Excel, Outlook, PowerPoint, and Word.
Strong interpersonal and coaching skills
Outstanding conflict management skills
Must be able to work with a high level of confidentiality
Must possess excellent verbal and written communication skills
Demonstrated ability to act independently upon information and make decisions that achieve optimal results
Possess superior customer service skills.
Bilingual (Spanish) a plus.
Willingness to travel as needed

QUALIFICATIONS:

Bachelor's degree or equivalent in Human Resources, Business, or Organization Development or equivalent.
",0,"stat","Business Services","ms",-117.7325848,33.9898188
"264","Quantitative Analytics Researcher","Confidential","Houston - Galleria Area, TX","
Position:  Quantitative Analytics ResearcherTitle:  Commensurate with ExperienceLocation:  Galleria / West HoustonDescription:  This position will serve as an integral piece of our investment team, driving research and data driven analytics which support the decision making process. Our research process begins with collaborative exploration amongst the firm’s leadership and the Researcher. This position is then tasked with evaluating desired output, crafting and then weighing the efficacy of various approaches and, finally, execution at the most detailed level. While the collaboration is continual, the position works with a high degree of autonomy. The position will also be responsible for evaluating and managing outsourced functionality and data sources as required by various projects. The project workload will vary from ad-hoc assignments to the creation and maintenance of analytic tools which serve the Firm’s investment process on an ongoing basis.Qualifications:  Candidate must possess a highly quantitative skill set with a strong background in data analytics, statistics, mathematics and research. The skill set includes proficiency with quantitative software; Excel, Python, R, Hadoop, SAS, MATLAB, C++. The candidate will have demonstrated an ability to independently handle a fast-paced environment with shifting priorities utilizing creative approaches to independently produce accurate work product. An ideal candidate will have 2-7 years of related experience and superior academic credentials.Firm:  The firm is a private equity firm which employs a unique and progressive investment strategy in the commercial real estate PE industry by providing growth capital to management teams that meet our stringent criteria and provide them with strategic support while they execute.
The firm’s investment process utilizes extensive research and analytics which allows only a select group of high conviction ideas into our prospective portfolio. We seek to consistently and objectively analyze all aspects of the investment landscape to ensure a disciplined approach to investing that services our core tenets which center around balancing capital preservation with value creation and a keen focus on alignment of interest. Our reliance on research and analytics ensures that the position will have ample opportunities for value creation and impact on the firm’s investments.
The firm has, to-date, raised substantial institutional capital and is investing through three portfolio
companies operating in various asset-classes across the United States who have thus far generated
~$650mm of transactions. The firm’s investment landscape in commercial real estate is a multi-trillion dollar pool which presents significant overall growth potential.
The position provides a unique opportunity for the right candidate to take an integral position in an
early stage of a firm with financial stability and significant growth opportunities.
Salary will be competitive with market. Qualified and interested candidates should submit their resume to [Click Here to Email Your Resumé].


Qualifications:  Candidate must possess a highly quantitative skill set with a strong background in data analytics, statistics, mathematics and research. The skill set includes proficiency with quantitative software; Excel, Python, R, Hadoop, SAS, MATLAB, C++. The candidate will have demonstrated an ability to independently handle a fast-paced environment with shifting priorities utilizing creative approaches to independently produce accurate work product. An ideal candidate will have 2-7 years of related experience and superior academic credentials.
",0,"stat","Education","bachelor",-95.4634342,29.7391955
"265","Dispatch Supervisor","MV Transportation","Niles, IL","
MV Transportation is seeking a Dispatch Supervisor to supervise a large Dispatch department. He/she will be responsible for ensuring the Dispatch department maintains effective daily communication with drivers, including those run by subcontractors; to continually monitor service making proactive adjustments to maximize on time performance and productivity; demonstrate effective use of scheduling software, two-way radio communication, telephone, and data analysis skills.Job Responsibilities: Manages and coordinates technical workforce job completion.
Customer complaint resolution.
Obtain daily service disruptions in Excel Workbook.
Oversee improvement in customer satisfaction and dispatch satisfaction.
Maintain a professional demeanor and appearance.
Ensure that dispatch personnel are effectively performing linked function between the operators and customers by monitoring the responses to customer service requests and by ensuring appropriate prioritization and dispatch of service requests to Senior Management.
Provide subordinate coaching and assistance when required.
Communicate with Management as needed to maximize efficiencies and resolve issues.
Has the authority to make the recommendation to hire and fire and to implement discipline and direct work of Dispatch employees.
Interviews applicants; Handles employee grievances and complaints.
Monitor specific charts and daily graphs to ensure that all service calls are being managed and completed in a timely manner.
Monitor real time call flow, inbound dispatcher availability, Service Levels and other critical call statistics to ensure calls are answered in a timely manner and abandon calls are minimized.
Fill in as a Dispatcher when required.
Recommend promotions.
Ensure overall compliance with various office policies such as: uniforms, use of electronic devices, phone compliance, meal breaks and attendance.
Talent Requirements: College Degree in Business Management or Administration or will have degree within the next six (6) months.
Ability to manage multiple projects while managing 7 day/week operations.
At least three (3) to five (5) years successful supervisory experience preferred.
Ability to effectively lead a diverse group of individuals to successfully achieve the goals of the Dispatch Department.
Ability to learn and demonstrate efficiency in the use of Trapeze.
Strong customer service skills.
Ability to work independently and follow directions.
Ability to adapt and remain flexible in a dynamic environment.
MV Transportation is committed to as policy of Equal Employment Opportunity and will not discriminate against an applicant or employee on the basis of race, color, religion, creed, national origin or ancestry, sex, physical or mental disability, veteran or military status, genetic information or any other legally recognized protected basis under federal, state or local laws, regulations or ordinances. The information collected by this application is solely to determine suitability for employment, verify identity and maintain employment statistics on applicants. Where permissible under applicable state and local law, applicants may be subject to a pre-employment drug test and background check after receiving a conditional offer of employment.
",0,"stat","Health Care","bachelor",-87.8028402,42.0189191
