"","X","title","company","location","html","label","desc"
"225",51,"Data Specialist","MAGNETIC INSPECTION LABORATORY, INC.","Elk Grove Village, IL","https://www.careerbuilder.com/job/JCH0FG5YQTQM73BHSH9?ipath=JRG50&keywords=data&searchid=c178327b-370e-4f1c-866b-9a08da3fcf00&siteid=cbnsv","

Job Snapshot



Full-Time


Travel - None


Experience - 2 to 12 years


Degree - 2 Year Degree


$18.00 - $20.00 /Hour


two bonuses per year and overtime


Defense - Aerospace


Admin - Clerical, Strategy - Planning


","
Position Overview: Individuals in this position share a collaborative responsibility to accurately and efficiently enter and plan work orders as well as produce certification and shipping documentation for the work being performed at MIL. 
 
Primary Job Responsibilities: 
 
Order Entry- 1st of 2 front-end data stages in which general information from the customer contract/PO is entered into MIL’s production software application. 
Perform initial contract and flow down review and input order basics such as PO#, part number, reference codes, quantity etc. 
Generate work order cover page, create container label(s) and complete receiving checklist.
 
Planning – 2nd of 2 front-end data stages in which processing requirements are qualified and inputted.  
Through a heightened level of contract and flow down review, verify that information needed for order planning is available and accurate.
Identify, input and sequence specifications, processes and customer specific requirements.
Qualify order lead-time and due date against quoted and archived information, MIL standards and customer requirements. 
Ensure MIL possesses applicable approvals towards specification and revision levels being called out. 
Interface with customers and across all levels of personnel to troubleshoot and/or qualify information necessary in assembling a work order. 
 
Final Documentation – Generate post-processing documentation of which includes certification and shipping documentation.
Review work order package for the inclusion and accuracy of all necessary information.
Generate final certification in which processes performed are verified against applicable customer, industry standard and internal requirements. 
Generate shipping ticket and/or bill of lading based on customer’s shipping needs.
 
Customer Service- Provide hands-on, cross-functional support across various Customer Service, Administrative and project-based responsibilities.  
 
Continuous Improvement: Take part in applicable on-going training sessions and continuous process improvement programs and participate in periodic testing and performance evaluations.
 
Requirements and Qualifications:
Develop and maintain a comprehensive understanding of MIL’s processing capabilities, general procedures and quality standards. 

Must be detail oriented with strong oral and written communication skills.
Possess strong analytical and organizational skills with the ability to prioritize and handle multiple tasks simultaneously. 
Ability to complete work projects with speed and accuracy, often under pressure and/or short deadlines.
PC literate with a comprehensive understanding of Microsoft Office applications. 

 
 
Compensation: $18-$20/hr.+ dependent on qualifications & with opportunity for advancement. 
 
            As a permanent, full-time MIL employee, benefits include: 
o    Annual performance and compensation review, with eligibility for up to 2 annual bonuses 
o    MIL Inc. 401(k) plan with employer matching and profit sharing 
o    Premium health insurance as well as supplemental vision and dental insurance plans  
o    Company paid and supplemental life insurance and AD&D 
o    Company paid holidays and personal paid time-off accrual 
o    Please do not hesitate to ask for additional details on any of our benefits & policies 


 Minimum Job Requirements: 
Individual ideally has 2+ years of experience in a data entry, data analytics or contract review position, preferably in an aerospace, manufacturing or industrial setting.
College degree preferred, must have a high school degree at a minimum.
Hours: Approximately 7am-430pm. Some overtime work will be required
"
"226",52,"Data Specialist","MAGNETIC INSPECTION LABORATORY, INC.","Save Job","https://www.careerbuilder.com/job/J5L2ST72LH56MLJDSQK?ipath=JRG51&keywords=data&searchid=43b17a56-905b-4eca-a822-1729aaf4fc9e&siteid=cbnsv","

Job Snapshot



Full-Time


Travel - None


Experience - 2 to 12 years


Degree - 2 Year Degree


$18.00 - $20.00 /Hour


two bonuses per year and overtime


Defense - Aerospace


Admin - Clerical, Strategy - Planning


","
Position Overview: Individuals in this position share a collaborative responsibility to accurately and efficiently enter and plan work orders as well as produce certification and shipping documentation for the work being performed at MIL. 
 
Primary Job Responsibilities: 
 
Order Entry- 1st of 2 front-end data stages in which general information from the customer contract/PO is entered into MIL’s production software application. 
Perform initial contract and flow down review and input order basics such as PO#, part number, reference codes, quantity etc. 
Generate work order cover page, create container label(s) and complete receiving checklist.
 
Planning – 2nd of 2 front-end data stages in which processing requirements are qualified and inputted.  
Through a heightened level of contract and flow down review, verify that information needed for order planning is available and accurate.
Identify, input and sequence specifications, processes and customer specific requirements.
Qualify order lead-time and due date against quoted and archived information, MIL standards and customer requirements. 
Ensure MIL possesses applicable approvals towards specification and revision levels being called out. 
Interface with customers and across all levels of personnel to troubleshoot and/or qualify information necessary in assembling a work order. 
 
Final Documentation – Generate post-processing documentation of which includes certification and shipping documentation.
Review work order package for the inclusion and accuracy of all necessary information.
Generate final certification in which processes performed are verified against applicable customer, industry standard and internal requirements. 
Generate shipping ticket and/or bill of lading based on customer’s shipping needs.
 
Customer Service- Provide hands-on, cross-functional support across various Customer Service, Administrative and project-based responsibilities.  
 
Continuous Improvement: Take part in applicable on-going training sessions and continuous process improvement programs and participate in periodic testing and performance evaluations.
 
Requirements and Qualifications:
Develop and maintain a comprehensive understanding of MIL’s processing capabilities, general procedures and quality standards. 

Must be detail oriented with strong oral and written communication skills.
Possess strong analytical and organizational skills with the ability to prioritize and handle multiple tasks simultaneously. 
Ability to complete work projects with speed and accuracy, often under pressure and/or short deadlines.
PC literate with a comprehensive understanding of Microsoft Office applications. 

 
 
Compensation: $18-$20/hr.+ dependent on qualifications & with opportunity for advancement. 
 
            As a permanent, full-time MIL employee, benefits include: 
o    Annual performance and compensation review, with eligibility for up to 2 annual bonuses 
o    MIL Inc. 401(k) plan with employer matching and profit sharing 
o    Premium health insurance as well as supplemental vision and dental insurance plans  
o    Company paid and supplemental life insurance and AD&D 
o    Company paid holidays and personal paid time-off accrual 
o    Please do not hesitate to ask for additional details on any of our benefits & policies 


 Minimum Job Requirements: 
Individual ideally has 2+ years of experience in a data entry, data analytics or contract review position, preferably in an aerospace, manufacturing or industrial setting.
College degree preferred, must have a high school degree at a minimum.
Hours: Approximately 7am-430pm. Some overtime work will be required
"
"227",53,"Salesforce-CRM Data Entry Operator","Creative Financial Staffing","San Antonio, TX","https://www.careerbuilder.com/job/JHP88B610VDDQBBP9VT?ipath=JRG52&keywords=data&searchid=43b17a56-905b-4eca-a822-1729aaf4fc9e&siteid=cbnsv","

Job Snapshot



Full-Time


Travel - None


Experience - 2 to 5 years


$16.00 - $17.00 /Hour


Accounting - Finance, Sales - Marketing


Accounting, Marketing


","
CFS has been retained to find an Accounts Payable Analyst for a nationally recognized client in San Antonio The company is known for cultivating the best talent, providing a positive work environment, and offering a competitive compensation and benefits. We are actively looking for a data-driven guru who has great attention to detail and looking to thrive in a rewarding, growing environment. You will be expected to have intermediate experience in Excel and proficiency in database management. Do you have quick and accurate typing skills and impeccable organization? Then this is the position for you. This short term temporary Data Entry Specialist role. 
Your responsibilities in this role Retain detailed accounts of tasks, files, and progress
Correct, verify, and delete non-required data and combine data from several different sources prior to entering into a file
Methodically review completed work, checking for computation errors or duplicate values before submitting the final product
Inspect reports and sheets of data
Categorize information into specific fields in Salesforce Database
Request further information for documents that are deemed incomplete
Search the internet for information - Excellent computer skills
Strong communication and interpersonal skills (verbal, written, and listening)
Can work independently with minimal supervision
Strong time management and organizational skills





Perform a data entry speed of 8,000 keystrokes per hour with 100% accuracy
Document production experience
Expert Microsoft Excel skills required
High school diploma or comparable degree
Salesforce Database or other CRM experience
"
"228",54,"Junior Data Scientist (R, SQL) - Denver, CO","OPTOMI","Save Job","https://www.careerbuilder.com/job/JGX2WC6TP41QHXH9F34?ipath=JRG53&keywords=data&searchid=43b17a56-905b-4eca-a822-1729aaf4fc9e&siteid=cbnsv","

Job Snapshot



Full-Time


Degree - 4 Year Degree


$70,000.00 - $90,000.00 /Year


Computer Hardware, Computer Software, Other Great Industries


Information Technology, Other


","
Optomi, in partnership with an industry-leading technology company, is seeking a Junior Data Scientist for their Denver, CO, location. The ideal candidate is an up and comer in the data science space with a passion for technology and excited about advancement within an organization! 


What the right professional will enjoy:
Fun and collaborative environment with a work hard, play hard culture! 
Opportunity to work with a team of Senior Data Scientist that will mentor and groom the ideal candidate for promotion! 
Working with cutting-edge tools and solutions.
Have a major impact on this organization's growth, product offering, and marketing strategies! 



Apply today if your background includes:
1-3 years of experience with predictive analytic projects, especially classification problems going beyond simple logistic regression.
Experience programming in R., SAS, or SPSS.
Experience with data exploration, profiling, and cleaning (statistics, visualization, correlation)
Data mining, cleaning, munging, and visualization experience 
SQL databases and database querying languages, Python (most common), C/C++ Java, Perl, and Big data platforms like Hadoop, Hive & Pig 
 Key responsibilities:
Ability to structure and develop recommendations to solve complex problems leveraging advanced analytics (data mining, predictive modeling, and machine learning)
Develop deep analysis on how sales activities, advisor trends, and marketplace events, impact sales of different products. The focus of the output should be to provide senior management an understanding of the “why” sales trends are occurring and to equip management teams with information and insights to develop the “how” to respond.
Develop models such as lifetime value to understand profitability of different customer segments and influence service and support offerings.
Partner with Product Management and the Sales team to develop ideas for further exploration and modeling.
Conduct ad-hoc analyses as appropriate to support priority business projects.
Collaborate and build effective relationships with business partners across the company.
"
"229",55,"Big Data Team Lead","Halo Group","Save Job","https://www.careerbuilder.com/job/JHP16T6B88PZD2KF7VL?ipath=JRG54&keywords=data&searchid=43b17a56-905b-4eca-a822-1729aaf4fc9e&siteid=cbnsv","

Job Snapshot



Contractor


Experience - At least 10 year(s)


Degree - 4 Year Degree


Computer Software, Consulting, Other Great Industries


Information Technology


","
The Big Data Team Lead will lead team of developers and provide expertise in a wide range of technical areas, including but not limited to: Cloudera Hadoop ecosystem, Java, collaboration toolsets integration using SSO, configuration management, hardware and software configuration and tuning, software design and development, and application of new technologies and languages which are aligned with other internal projects.
Responsibilities:
Lead team of Big Data Developers
Design and development solutions as needed by Big data projects
Build data ingestion pipelines and Perform data migration and conversion activities
Develop and integrate software applications using suitable development methodologies and standards, applying standard architectural patterns, taking into account critical performance characteristics and security measures
Collaborate with Business Analysts, Architects and Senior Developers to establish the physical application framework (e.g. libraries, modules, execution environments)
Perform end to end automation of ETL process for various datasets that are being ingested into the big data platform
Document and maintain project artifacts
Suggest best practices, and implementation strategies using Hadoop, Java,
ETL tools
Maintain comprehensive knowledge of industry standards, methodologies,
processes, and best practices
Other duties as assigned


Required Qualifications:Must have a Bachelor’s degree in Computer Science or related IT discipline
Must have at least 10 years of IT development experience
Must have 5+ years relevant professional experience working with Hadoop (HBase, Hive, MapReduce, Sqoop, Flume) Java, JavaScript, .Net, SQL, PERL, Python or equivalent scripting language
Must have 2 to 3 years of team lead experience
Must have experience integrating web services
Knowledge of standard software development methodologies such as Agile
and Waterfall
Strong communication skills
Must be willing to flex work hours accordingly to support application launches and manage production outages if necessary

Technical skills:
 Hadoop (preferably Cloudera (CDH)) , HDFS, Hive, Impala, Spark, Oozie, Hbase, Zookeeper, Yarn, Kafka
Java (core, io, concurrency, jdbc, utils)
J2EE, Web Applications, Tomcat (or any equivalent App server) , Restful Services,
Spring (core, boot, mvc, web, jdbc, security, batch)
SQL, NOSQL, Database Design , ORM
Linux (CentOS), Shell scripting, Kerberos
Batch Processing & ETL
Agile software development, JIRA, Wiki, Crucible
Continuous Integration, Jenkins or HudsonSwagger, JSON

 *Candidates must be local and have authorization to work in the U.S. for any employer. No third parties.          
"
"230",56,"Data Analyst - Operations","Visionaire Partners","View 1 more","https://www.careerbuilder.com/job/J8S1MZ725PSCXY9FJFC?ipath=JRG55&keywords=data&searchid=43b17a56-905b-4eca-a822-1729aaf4fc9e&siteid=cbnsv","

Job Snapshot



Full-Time


Travel - None


Experience - At least 2 year(s)


DOE


Computer Hardware, Computer Software


Information Technology


Relocation - No


","





Data Analyst - Operations
Are you looking for your next challenging and rewarding opportunity? Then this is the position for you!
This position serves as the primary item data management lead for our operations team. You will be specifically focused on partnering with internal teams to identify and address data issues and needs. You will also serve as the primary point of contact to troubleshoot issues for the vendor community and work beyond tactical support to analyze issues and identify opportunities for process improvements. The systems you are supporting have a massive impact on the company's sales as all data flows through this system! Strong Excel and Access skills are needed in this position. 
This is a role for someone that loves all things data, from building reports to conducting the analysis and research with this data. This could be technology related or it could be vendor related, it is your job to uncover why this data might be lost or if the system isn't working properly.
This is a perm opportunity in Vinings, Ga. This is a great opportunity to be part of a larger organization that believes in promoting talent from within. This is an exciting role that will definitely advance your career!












2+ years of data analyst role - experience with data management


Experience with process analysis and improvement


Strong Excel skills - ability to create Pivot tables, V-LookUps, Charts, Graphs, Formulas


Strong Access skills - ability to write, pull, and modify queries


Supply Chain experience


Outstanding written and verbal communication skills


Effective interpersonal and problem solving skills


Ability to handle and prioritize multiple tasks


PREFERRED SKILLS:

SQL - ability to write from scratch and pull reports


Experience with E-Commerce

Must be eligible to work in the US without Visa sponsorship or transfer.  



"
"231",57,"Data Modeler","Job Description We are seeking an Associate to join its IT Advisory service line and take an active role in engagement execution, project management and key business development activities. Our Public Sector helps executives and managers at all levels of...","Quantico, VA","https://www.careerbuilder.com/job/J8Q7SJ5XR57F6ZXGJ3W?ipath=JRG56&keywords=data&searchid=43b17a56-905b-4eca-a822-1729aaf4fc9e&siteid=cbnsv","

Job Snapshot



Full-Time


$100,000.00 - $130,000.00 /Year


Computer Software


Information Technology


","
Job Description
We are seeking an Associate to join its IT Advisory service line and take an active role in engagement execution, project management and key business development activities. Our Public Sector helps executives and managers at all levels of government maximize their performance and efficiency in the face of ever tightening budgets and increased demand for services. We give clients creative, cost-effective solutions that enhance their acquisition, financial, human capital, information technology, data analytics, and performance management. Our professional staff applies traditional, cutting-edge approaches and methods to a variety of analyses. As part of our team, the Associate will utilize various methodologies and models to execute client projects.


Essential Duties
Develop conceptual, logical, and physical data models.
Map logical entities to the conceptual data model.
Ensures data objects adhere to defined enterprise standards and best practices.
Creates various data models using Erwin data modeler, exercising tight control of consistency and standardization.
Works with others to model data interfaces and identify candidates for master data management.
Meet or exceed targeted billing hours (utilization).
Assist with business development activities, such as proposals, capture, account teams, whitepapers, conferences, and/or other thought leadership materials.Qualifications
Conceptual data modeling experience.
Logical data modeling experience.
Physical data modeling experience.
ERwin modeling tool experience.
Data analysis experience.
Workshop and interview experience.
NACI Clearance.
Bachelor's Degree required from an accredited college or university in a related field.
Ability to obtain and maintain certain job-related certifications if no job-related advanced degrees.
Travel may be required.
Ability to work overtime required on occasion.
Ability to obtain and maintain a security clearance.
Ability to communicate clearly in writing and verbally.
Ability to obtain and maintain firm independence and abide by firm ethics requirements.
Meet or exceed continuing professional education (CPE) requirements.
"
"232",58,"PRINCIPAL DATA SCIENTIST","PSR TEK Inc.","Save Job","https://www.careerbuilder.com/job/JHT4XR78S09H9RG75PW?ipath=JRG57&keywords=data&searchid=43b17a56-905b-4eca-a822-1729aaf4fc9e&siteid=cbnsv","

Job Snapshot



Contractor


Experience - 10 to greater than 15 years


Consulting


Information Technology


","
Role: PRINCIPAL DATA SCIENTIST
Location: Seattle, WA 
Duration: 6 months contract to hire


Job Description:    
MINIMUM of 12 – 15 years of IT Experience is MANDATORY 
This role requires an experienced Data Scientist who can provide leadership and guidance for new projects.  Additionally, you need to be able to recognize when other projects can be complemented by data science or machine learning techniques. This role requires you to be self-sufficient and highly-motivated with a bias toward action.    



ESSENTIAL FUNCTIONS
•             Work with business owners to turn business requirements into analytical solutions.
•             Willingness and ability to work with business stakeholders to generate data science use cases.
•             Ability to speak at conferences, publish white papers
•             Participate in sales meetings to sell the Data Science practice
•             Provide guidance, direction and thought leadership to other data scientists and analysts.
•             Work closely with engineering and product teams to gather and process data as well as providing analysis and feedback on core products.
•             Verify validity and correctness of analysis and modeling efforts.
•             Design and implement controlled experiments to determine efficacy of deployed models.
•             Present results of analyses to business units, explain technical and statistical concepts to technical and non-technical clients and co-workers.
•             Perform data extraction and transformation on a variety of data storage systems (SQL, MongoDB, Hadoop, Hbase, Cassandra, etc).
•             Deliver code and show results of progress to clients on a weekly and bi-weekly basis
•             Willing to travel (around 20%)
"
"233",59,"Data Management Analyst","Confidential","Save Job","https://www.careerbuilder.com/job/J8S6Q76RLFYDP50QWPL?ipath=JRG58&keywords=data&searchid=43b17a56-905b-4eca-a822-1729aaf4fc9e&siteid=cbnsv","

Job Snapshot



Full-Time


Travel - None


Experience - At least 3 year(s)


Degree - 4 Year Degree


Fashion - Apparel - Textile, Computer Software, Internet - ECommerce


Information Technology, Engineering, Retail


","
The Quest Group is seeking a full time  Data Analyst for one of Atlanta’s fastest growing specialty e-retailers. The position sits in their trendy Midtown office. The selected candidate will support client data integration across the company’s global enterprise and should be able to manage the retrieval, transformation, delivery, and exchange of data between both internal and external business systems across all business units and client base. Provide daily operational production support. This role requires a strong understanding of discipline and should be able to apply knowledge and experience to complex problems and develop recommendations. We are looking for leaders that makes decisions within broad parameters.This person also acts as an informal resource for others with less experience. Someone who works with team members to provide operational support, documentation, and knowledge sharing of best practices.
 
JOB DUTIES: 
Develops strong working relationships with Client Services, Underwriting, Accounting and IT.
Owns operational client data integration
Manages file retrieval and delivery for all client data exchanges using file transfer software—including account administration, host configurations, and job scheduling.
Manages data integration using ETL technology
Understands and conforms to corporate IT data and security standards
Provides feedback from ongoing administration experience to continuously improve the client experience
Responds to eligibility, remittance and deduction questions from various business partners throughout the company
Communicates regarding the impacts and implications of client data integration break points
Performs client platform monitoring and root cause analysis of production incidents.
Leverages tools like Excel or IT-related applications so that operational processing and business targets may be achieved
Manages client file reports for distribution to leaders, team members and business partners
Responds to client inquiries as an additional input to daily workflow for timely resolution
Understands data flows across multiple systems—including storefront, underwriting, billing and financial systems


QUALIFICATIONS: 
Bachelor's or Technical degree in an analytical field (e.g. Computer Science, Engineering, Mathematics, Statistics) – 5 plus years of experience required.
Demonstrated problem solving ability with experience in client/customer data management
Hands-on data mining / analytics experience with a service or technology company
Experience in a related operational business process required
Strong Excel and statistical skills required
Experience with at least 1 scripting language is a plus
Experience with Voluntary Benefits Administration is a plus
Experience with Payroll Deduction is a plus
 
COMPENTENCIES: 
Strong analytical skills
Ability to work with a sense of urgency and independence, displaying innovative skills to solve complex problems
Experience with Data Management
Willingness to learn new software applications and workflows related to data management
Demonstrated effective teamwork ability to perform cross-functional operational support
Generates effective solutions based on available information and makes timely decisions
Ability to effectively communicate and collaborate with IT teams and business users
Understanding of file transfer and ETL technologies
Demonstrates a strong commitment to delivering results while maintaining a secure environment
Strong writing skills to proactively maintain/create documentation
"
"234",60,"Data Analyst","HireNetworks","Save Job","https://www.careerbuilder.com/job/JHS4JD721PYSDKNM5SS?ipath=JRG59&keywords=data&searchid=43b17a56-905b-4eca-a822-1729aaf4fc9e&siteid=cbnsv","

Job Snapshot



Full-Time


Experience - At least 3 year(s)


Open as client would like to see all qualified candidates


Computer Hardware, Computer Software, Other Great Industries


Information Technology, Other


","
Start-up client seeking a strong Data Analyst to join them in Greensboro, NC. In this role, you will act as a conversion specialist and convert new customer's data to the company's full-featured SaaS billing solution. Ideal candidates for this role will have a proven track record of successfully converting complex relational data and analyze data across multiple formats. 
This is a direct-hire opportunity with an open target salary as client wants to see all qualified candidates. Local candidates strongly preferred. No sponsorship or C2C arrangements available. If this sounds like a good fit for you, submit a resume today!


Requirements of the Data Analyst: 3 plus years experience with EDI, data-conversion and analysis.
Strong Microsoft Excel skills required.
Must be able to communicate effectively and work efficiently and carefully in the process of on-boarding new customers.
Microsoft Access skills preferred.
Familiarity with SQL and databases desired.

Apply for this position now through CareerBuilder, or by clicking here to apply through our web site. You may also send a Word resume to Kat Tarsa at ktarsa AT hirenetworks.com. To help ensure a timely response, include the reference code CBKT-6332 in the subject heading of your email message.
When looking for a job, have you ever heard the phrase… it is not about what you know, it is who you know?
At HireNetworks, it really is all about who we know.
Whether your current contract is coming to a close, you’re looking to advance your career or are a company on the hunt for new talent and wanting to expand…let HireNetworks put our networks to work for you.
HireNetworks is an equal opportunity employer.
"
"235",61,"Data Entry Clerk","Onin Staffing","Save Job","https://www.careerbuilder.com/job/J5L2G26WGPT1X4CQW3K?ipath=JRG60&keywords=data&searchid=43b17a56-905b-4eca-a822-1729aaf4fc9e&siteid=cbnsv","

Job Snapshot



Full-Time


Travel - None


Degree - High School


Accounting - Finance, Public Relations


Admin - Clerical, Customer Service, Banking


Relocation - No


","
 
Data Entry Clerk
 

Are you looking for great opportunity to grow your career with an industry-leading company? Let the Onin Group help you to put your best foot forward! We currently have great opportunities for a Data Entry Clerk with one of our top clients.

Job Responsibilities
As Data Entry Clerk, you will make a genuine impact on new customers and clients. Your specific duties as a Data Entry Clerk will include: 
Contact  internal/external parties in order to verify information.
Verify the integrity and accuracy of information against source documents and make corrections and adjustments when necessary.
Input data from various sources into existing computer systems.
Confirm, edit and/or proofread information.
Frequently check and/or use the sytem and ensure that results match expectations
Work closely with other internal organizations to maintain integrity of data. Notify appropriate parties if more detailed follow-up is required. 
Filing
Other general clerical duties and support functions as requested/needed




 
Data Entry Clerk
 


Specific qualifications for the Receptionist role include:
3 months of data entry experience
Strong customer service skills
Detail oriented
Excellent computer and phone skills
Business professional attitude
Computer proficiency, particularly with Excel, Microsoft Word, and Outlook 

Here at the Onin Group we don’t define you by the length of your assignment. People are our business, so we need each other to survive and thrive. Whether you have worked with us for two days or two years, you are part of the team. In order to attract and retain the best talent there must be a win-win relationship—therefore, we offer a liberal vacation and holiday pay plan, robust healthcare benefits, bonus programs and even a scholarship for continuing education. But the true difference is in how we view our workforce. We believe that people are a responsibility, not a commodity. With Onin you are not a “temp""—you are a teammate. Contact us today!
Equal Employment Opportunity 


 
Data Entry Clerk
 
 
The Onin Group - We Don’t Hire Temps, We Hire Teammates 
 
Apply now! 

Feel free to contact us at 417-633-7009
"
"236",62,"Data Entry Clerk","Onin Staffing","Monett, MO","https://www.careerbuilder.com/job/J135SV5Z7CRC60G3WFM?ipath=JRG61&keywords=data&searchid=43b17a56-905b-4eca-a822-1729aaf4fc9e&siteid=cbnsv","

Job Snapshot



Full-Time


Travel - None


Degree - High School


Accounting - Finance, Public Relations


Admin - Clerical, Customer Service, Banking


Relocation - No


","
 
Data Entry Clerk
 

Are you looking for great opportunity to grow your career with an industry-leading company? Let the Onin Group help you to put your best foot forward! We currently have great opportunities for a Data Entry Clerk with one of our top clients.

Job Responsibilities
As Data Entry Clerk, you will make a genuine impact on new customers and clients. Your specific duties as a Data Entry Clerk will include: 
Contact  internal/external parties in order to verify information.
Verify the integrity and accuracy of information against source documents and make corrections and adjustments when necessary.
Input data from various sources into existing computer systems.
Confirm, edit and/or proofread information.
Frequently check and/or use the sytem and ensure that results match expectations
Work closely with other internal organizations to maintain integrity of data. Notify appropriate parties if more detailed follow-up is required. 
Filing
Other general clerical duties and support functions as requested/needed




 
Data Entry Clerk
 


Specific qualifications for the Receptionist role include:
3 months of data entry experience
Strong customer service skills
Detail oriented
Excellent computer and phone skills
Business professional attitude
Computer proficiency, particularly with Excel, Microsoft Word, and Outlook 

Here at the Onin Group we don’t define you by the length of your assignment. People are our business, so we need each other to survive and thrive. Whether you have worked with us for two days or two years, you are part of the team. In order to attract and retain the best talent there must be a win-win relationship—therefore, we offer a liberal vacation and holiday pay plan, robust healthcare benefits, bonus programs and even a scholarship for continuing education. But the true difference is in how we view our workforce. We believe that people are a responsibility, not a commodity. With Onin you are not a “temp""—you are a teammate. Contact us today!
Equal Employment Opportunity 


 
Data Entry Clerk
 
 
The Onin Group - We Don’t Hire Temps, We Hire Teammates 
 
Apply now! 

Feel free to contact us at 417-633-7009
"
"237",63,"Data Center Technician","Oxford Solutions, Inc.","Save Job","https://www.careerbuilder.com/job/JHQ47C738R3VB7ZYWSZ?ipath=JRG62&keywords=data&searchid=43b17a56-905b-4eca-a822-1729aaf4fc9e&siteid=cbnsv","

Job Snapshot



Contractor


Experience - 5 to 10 years


$50,000.00 - $51,000.00 /Year


Pharmaceutical, Computer Hardware, Computer Software


Pharmaceutical, Research, Business Development


","
Data Center Technician contract opening (1 year+) with our client in Pittsburgh, PA.
This position reports to the manager responsible for Data Center Infrastructure Operations with an additional reporting line to the Data Center Facilities Team lead.
RESPONSIBILITIES
Processing cable installation requests, including ensuring requirements are correct such as number and type of connections, port assignments and timing of activity
Interfacing with server, storage and network teams as needed to gather and validate/clarify cabling requirements
Quality testing of all patch cables being used
Supporting troubleshooting issues involving cabling components
Maintaining sufficient inventory of patch cables as described in our DC Standards document
Validating/updating all related work instructions for cabling activities
Participating in the data center oncall rotation which includes; completing daily walk through checklists, incident ticket monitoring, incident resolution monitoring 7x24 for 7 days (current rotation is one week out of every five weeks)
Secondary responsibility is to be fully cross trained for server installations, de-installations and end of lease processing
Take ownership of the inventory management processes; Coordinate efforts of inventory specialists
Coordinates installation/removal of all hardware to/from the data center.
Shipping and receiving duties: Inspects all received hardware shipments; Identifies missing or damaged components; Reports shipment discrepancies to Purchasing or the Lease Administrator


REQUIREMENTS 
5 – 10 years of telecommunications experience within a Data Center environment
Working knowledge of copper (UTP, Cat6, Cat6a) and fiber optic media types, (MMF, SMF, 50 micron, 62.5 micron), industry standards and applications, and use cases (e.g., Ethernet, Fibre Channel)
Significant hands-on experience with the installation of both copper and fiber media types
Expert working knowledge with cable testing systems to ensure operational integrity (pre/post installation)
Expert working knowledge of troubleshooting both copper and fiber cable media. (e.g., dB loss, Attenuation, Breaks, Termination Problems, Transmission Characteristics)
Working knowledge of Fluke test equipment
Understanding of network layouts, Cisco hardware and layer 1 topologies
Working knowledge of Data Center Network Hardware (Ethernet, Fibre Channel interfaces)
Working knowledge of pertinent ISO Standards (ANSI-942, ANSI-568)
Expert working knowledge with Cable Management Systems (e.g., Cabinet, Aerial, Under Floor).
Working knowledge of Visio Software
Excellent customer service skills are a must
PREFERENCES
BICSI Certification strongly preferred
Understanding of RFID technology in a Data Center environment
Experience in server lease end process
Experience using Hardware/Software Request System
Experience using HP Asset Manager software application

Data Center Technician - 15218"
"238",64,"Big Data Developer","Oxford Solutions, Inc.","View 1 more","https://www.careerbuilder.com/job/J8G2B879VTKZMH2TV75?ipath=JRG63&keywords=data&searchid=43b17a56-905b-4eca-a822-1729aaf4fc9e&siteid=cbnsv","

Job Snapshot



Full-Time


Experience - At least 8 year(s)


Degree - 4 Year Degree


$110,000.00 - $135,000.00 /Year


Healthcare - Health Services, Computer Software


Health Care, Information Technology


Relocation - No


","
Big Data Developer / Software EngineerPittsburgh, PA
As the Big Data Developer, you will be responsible for coding and continuous testing of complex modules and applications In this role you will also be tasked with understanding and interpreting requirements to contribute to the technical architecture and the associated design documents.


Your Big Data Developer background should include:
Bachelor's computer information technology, computer science, management required; Master's Degree preferred
8+ years of developing software using object-oriented or functional language experience
5+ years of SQL
3+ years working with open source Big Data technology stacks (Apache Nifi, Spark, Kafka, HBase, Hadoop/HDFS, Hive, Drill, Pig, etc.) or commercial open source Big Data technology stacks (Hortonworks, Clouder, etc.)
3+ years with document databases (e.g. MongoDB, Accumulo, etc.)


Big Data Developer / Software Engineer"
