"","title","company","location","experience","html","industry","desc"
"156","Software Engineer - Scala (m/f) | Hamburg","Kreditech Holding SSL GmbH","Hamburg, Germany","scala sql rdbms http rest","https://stackoverflow.com/jobs/131870/software-engineer-scala-m-f-hamburg-kreditech-holding-ssl-gmbh?a=IdXjyPL3zB6&so=i&sec=False&pg=7&offset=3&total=167&q=data+science","Financial Technology","Job description
                    
Join the financial revolution!
Are you passionate about finance and want to make a real change? Join Kreditech and our team of over 300 professionals and become part of a transforming industry. From engineering, to design, to analytics, and collections, we do things differently and we reward great ideas, team work and persistence.
You will join a highly skilled, dedicated and talented team such as Engineers, SRE, Data Scientist and Product Managers. You will work in a collaborative environment, where you will get the chance to become involved in the data-driven culture and manage its quality. You will be driving and performing best engineering practices to initiate, plan, and execute large-scale, cross functional programs.
If you are looking for an exciting new step in your career, with a fun team that likes very much to accomplish a lot and enjoy each other's company, then you've got that here!
Your Role
Design, develop and implement major new features in one of our product teams. Code backend Scala and Java distributed applications and services that survives at internet scale;
Implement complex software applications, maintainable, scalable systems capable of handling hundreds of requests a day;
Produce high quality software that is unit tested, code reviewed, specification documented and checked in regularly for continuous integration;
Create innovative prototypes and leading edge technology implementation while ensuring deliverables are high quality and meet user expectations and ensure team-wide adherence to software development standards;
Effectively manage day-to-day tasks to meet scheduled commitments and maintain stability of existing services and their underlying libraries;
Recommend application software solutions based on the business needs and work hard to consistently make systems simpler;
Collaborate with other departments (technical and non-technical), such as Product, Data Science and Site Reliability to review features specifications, determine feasible implementations and work together to determine best product designs;
Performs across-training and facilitates information sharing among team members. Coach and mentor other less experienced team members, helping them grow as engineers through code review, pairing, and mentoring.
What we offer
Share knowledge and mix with some of the most talented and skilled engineers and researchers in the business from around the globe;
Great atmosphere, collaborative and multinational environment, where you will get the chance to become involved in the data-driven culture and manage its quality;
An awesome office in the heart of Hamburg with the best views from the city and plenty of things to do close to the office when you’re not at work;
We also have the industry standard perks such as free drinks and fruit baskets every day, fun room, great team events, etc.

                ""Skills & requirements
                        
Your Strengths
2-5 years of experience with Scala, Java or other JVM-based languages;
You have experience writing distributed systems;
You care about quality and you know what it means to ship high quality code;
Expertise with SQL, RDBMS design and optimization;
Hands-on experience working with functional programming languages;
Theoretical foundations as well as practical experience designing and implementing distributed systems;
Solid theoretical background in Computer Science;
Experience working in Agile development environments, preferably following Scrum methodology;
Working knowledge of MongoDB or other NoSQL databases;
Strong knowledge of HTTP and (REST) API design;
Experience in JavaScript full stack development (e.g. AngularJS and Node.js) is a plus.
How to apply
We accept applications exclusively through our recruiting platform, found under the ‘Apply Now’ link.                         
                    "
"157","FBI Special Agent - STEM Careers","Federal Bureau of Investigation (FBI)","Chicago, IL","database malware network-programming tagging security","https://stackoverflow.com/jobs/138708/fbi-special-agent-stem-careers-federal-bureau-of?a=Kw8zZuyyKhq&so=i&sec=False&pg=7&offset=5&total=167&q=data+science","Cybersecurity, Federal Agencies, Law Enforcement","Job description
                    
Use your technology expertise in a career like no other! As an FBI Special Agent, you will bring your skills, talents and integrity to a dedicated team working at the highest level to get ahead of threats, protect the American people and uphold the Constitution of the United States.
A “routine” day may include interviewing a subject for an ongoing investigation in the morning, testifying in court about a computer breach before lunch, planning an operation in the afternoon and speaking about cyber threats at a community event in the evening. You may participate in arrests or raids, and execute search warrants and other dangerous assignments. You must maintain a high level of physical fitness, think on your feet, and be able to effectively respond to life-threatening situations. In an organization made up of careers like no other, being a Special Agent can be a lifelong career of uncommon days and amazing experiences — as part of a mission-focused family that is One FBI.
Special Agents are responsible for enforcing more than 300 federal statutes, as well as conducting sensitive national security investigations. You’ll work to develop relationships within and across communities and educate fellow law enforcement and national security partners at local, state, federal, and international levels, all to support our mission: To protect the American people and uphold the Constitution of the United States.
DUTIES
You are a problem solver with great analytical skills and leadership experience; you know how to get things done both in a demanding team environment and independently. Your ability to adapt to changing situations and clearly communicate across management, peer groups, external communities and stakeholders contributes to your ability to keep our nation safe. You’re naturally curious and always driven to find a solution. You notice minute details, yet remain strategic. You objectively evaluate information and make sound judgments. Honesty and integrity are more than just words to you — they are the foundation of who you are. You take pride in making a difference in the communities you serve, and bringing your background and unique skills to initiatives that impact our most important stakeholders: the American people.
In this role, you’ll be expected to use both established and innovative approaches to tackle some of the toughest challenges of our age. This opportunity should not be taken lightly. The FBI Special Agent position requires significant commitment and dedication from you and your family, but you’ll go home every night knowing you’re making a difference. Being an FBI Special Agent is an experience you'll never forget.
Though individuals of all backgrounds are highly encouraged to apply, we’re specifically seeking the following skills:
SCIENCE, TECHNOLOGY, ENGINEERING AND MATH (STEM): Accounting, forensic science, computer technology, cyber security, electronics, economics, finance, biometrics, encryption, data science, information technology, mathematics, chemistry, computer forensics, biology, and more. When people say STEM, you perk up because you know they are talking about you.
FOREIGN LANGUAGES: You may have been raised speaking a language other than English, taught it for a few years or even participated in intensive learning before going overseas to use it. You know that your language skills can make a difference: Arabic, Yoruba, Mandarin, Tagalog, Russian, Spanish, Farsi, Punjabi, Pashtu, Urdu and more.
Skills & Requirements
KEY REQUIREMENTS
Minimum Qualifications: 
Must be at least age 23 and not yet 37 at the time of your appointment. (Age waivers are available.)
Must be able to obtain a Top Secret Clearance.
Must possess a valid driver's license.
Must meet the FBI’s physical fitness requirements.
Must commit to serving as a Special Agent for a minimum of three (3) years.
Work Experience: All Special Agent applicants must also have at least three (3) years of full-time professional work experience unless they qualify for a waiver. Work experience showing progressive growth, leadership and responsibility is preferred. Certain specified experiences and/or abilities waive the three-year full-time work experience requirement. These include applicants with degrees in Computer Science, Information Technology, a Juris Doctorate (J.D.) degree and Certified Public Accountants (CPAs). Applicants with masters’ and/or doctorate degrees require two (2) years of full-time work experience. NOTE: Meeting the requirements for a waiver does not guarantee that you will be deemed ""Most Competitive.""
Physical Requirements: Applicants must pass FBI Special Agent Physical Requirements, including medical and hearing standards. Applicants must also pass the Physical Fitness Test (PFT) and be physically fit to complete a Basic Field Training Course at Quantico and effectively respond to life-threatening situations in the field.
For more information about the Special Agent Selection System (SASS) physical fitness requirements and work experience waivers, please visit https://fbijobs.gov/career-paths/special-agents.
QUALIFICATIONS AND EVALUATIONS
Special Agent candidates must go through an extensive testing and interview process. Learn more about this on www.fbijobs.gov.
AUTOMATIC DISQUALIFIERS
Applicants convicted of a felony, who use illegal drugs in violation of the FBI Employment Drug Policy, who are in default of a student loan insured by the U.S. Government, who fail an FBI urinalysis drug test or who fail to register with the Selective Service System (males only) are not eligible for employment with the FBI.
Applicants should consider that the average processing time to complete all stages of the selection process may take approximately one (1) year. The FBI may disqualify applicants at any time during the process, should it be determined that they will reach age 37 before appointment to the Basic Field Training Course.
SECURITY
Must be able to obtain a Top Secret Clearance.
HOW TO APPLY
When submitting applications, please follow the Federal Resume Template available at www.fbijobs.gov under the “Documents for Application” tab. This page also gives many details about the application process.    
Learn more about the special agent career, fitness requirements, and the Physical Fitness Test (PFT) here.
Learn more about the job posting on apply.fbijobs.gov.
Equal Employment Opportunity 
The FBI is proud to be an Equal Opportunity Employer; our employees come from diverse backgrounds but share a common mission that makes us One FBI — and all qualified applicants will receive consideration. Except where otherwise provided by law, selection will be made without regard to, and with no discrimination based on color, race, religion, national origin, political affiliation, marital status, parental status, physical or mental disability, genetic information, age, sex, sexual orientation, membership or non-membership in an employee organization, personal favoritism or any other non-merit factors.                    
                "
"158","Senior Java Developer (Remote)","IdeaScale","Berkeley, CA","java spring tdd machine-learning angularjs","https://stackoverflow.com/jobs/148737/senior-java-developer-remote-ideascale?a=NSFI5glhew0&so=i&sec=False&pg=7&offset=6&total=167&q=data+science","Innovation Software","Job description
                    
IdeaScale, offers a unique opportunity for talented, passionate, and highly-creative engineers to have a wide-ranging impact on our organization's products, operations, and services.  We're looking for developers who are passionate about writing great software, have a love for solving difficult problems, enjoy learning about new technologies and contributing to products used by millions.
If you:
Have knowledge of writing robust and reliable systems
Can ensure performance, quality and security aspects while building a product that delivers an awesome user experience
Enjoy discussing innovative ideas and code with your peers, coming up with great product solutions, and passing on your knowledge to others
Then we are the place for you!
What you will do:
Engage with other developers, front-end designers, product managers, and performance engineers
Liaise with technical leads and architects to promote great software design and quality
Drive innovation by coming up with new and surprising ideas for our products and processes
Develop awesome new features front-end to backend as part of a team
Point out issues with the existing architecture and code, and clean it up
Work with some of the latest technology hotness (like vagrant, packer, salt, etc)
What we expect from you:
Excellent understanding and working knowledge of Java
Deep architectural understanding of web applications
Good knowledge in some back-end technologies such as Spring, JPA, ElasticSearch, SQL(PostgreSQL or MySQL)
Knowledgeable on common Internet security issues and the OWASP top 10
Excellent debugging skills and attention to detail
Superior creative and innovative problem-solving skills
Initiative, and the ability to work independently and as part of a team
Excellent communication skills with fluent English (both written and spoken forms)
Preferred skills:
Knowledge of some of the standard front-end technologies such as CSS (such as Bootstrap), JavaScript (such as JQuery and Angular), REST and JSON
Knowledge of open-source libraries, tools, and frameworks, e.g. for logging (such as log4j) , wiring, testing (such as TestNG and Selenium), and building (such as Gradle). The more the merrier!
Solid understanding of authentication and/or authorization solutions (e.g., OAuth, SSO, etc)
Excitement for the latest trends in application design
Experience with agile software development methodologies like XP and Scrum
Interest in learning more about new languages and frameworks
Demonstrated passion for ML and/or data science
Strong algorithmic knowledge and/or experience with distributed systems
From Senior Developers we additionally expect the following super-powers:
Broad knowledge and understanding of the industry
Wide experience of successful and failed projects
Ability to slice and dice problems so they can be worked on by several people
Desire and ability to mentor junior developers
Relaxed yet enthusiastic attitude
Experience with Micro-Services.
Experience of Experience in multi-tiered distributed systems, web services, APIs, and relational & NoSQL databases
5 to 10 years (or more) in a professional development role
What we can offer you:
The opportunity to grow with like minded individuals
Private medical healthcare
Generous PTO
401k
Flexible work hours                    
                "
"159","Lead Data Engineer","Wallaby Financial","Pasadena, CA","java redis hibernate postgresql amazon-web-services","https://stackoverflow.com/jobs/144592/lead-data-engineer-wallaby-financial?a=MutZhtPx52E&so=i&sec=False&pg=7&offset=7&total=167&q=data+science","Financial Technology, Mobile Application","Job description
                    
About the Role:
Own and drive complex technical projects from the planning stage through execution
Work as hands-on data modeler and ad-hoc data analyst when needed
Work on data access APIs and server-to-server batch transmissions
Work to produce regular automated reports on complex and disparate data sets
Work with DBAs and DevOps to ensure proper scaling and monitoring of various data stores
Skills & Requirements
About You:
At least 4 years experience building complex back-end data systems with at least two years of focus on modern open source NoSQL technologies (Redis and Hadoop a plus)
At least 4 years experience with Java or similar object-oriented language
Extensive use of Open Source software
Experience with schema modeling and large-scale migrations of databases
Experience with APIs and caching paradigms for CRUD queries at scale to abstract a service layer from its underlying DAO/DB (Spring, Hibernate, Memcache a plus)
Experience with large scale logfile aggregation and analysis for trends, errors, and data insights
Experience with data pipelines from raw logs through continuous processing to visual reports
Experience with virtual cloud automation (AWS, Chef, Docker, etc.)
Experience collaborating with Operations teams to ship large-scale data solutions
Solid understanding of DevOps philosophy
Solid understanding of the data and operational complexities around consistency, job monitoring, failover, and archive retention.
Roots in technology, working on development teams
Experience working within an agile environment
Strong written and verbal communication skills

                "
"160","Java and Go Senior Developer (m/f) | Warsaw","Kreditech Holding SSL GmbH","Warsaw, Poland","sql nosql linux salt-stack","https://stackoverflow.com/jobs/131869/java-and-go-senior-developer-m-f-warsaw-kreditech-holding-ssl-gmbh?a=IdW1DjdGp0Y&so=i&sec=False&pg=7&offset=8&total=167&q=data+science","Financial Technology","Job description
                    
Join the financial revolution!
Welcome to Kreditech, an European FinTech Company that is revolutionizing the way banking works. In our newly opened Warsaw Technology Office you will be able to work with our brilliant team and build fantastic software in a startup-like atmosphere.
Your Role
You will work closely with other departments, such as Product, Marketing and Data Science to implement new features to one of our products;
You will write and test codes that survive at Internet scale;
You will work hard to consistently make systems simpler.
Your Strengths
Knowledge of Java or GoLang programming languages;
Knowledge in SQL and NoSQL databases;
Experience with object relational mappers;
Experience with working in DevOps environment with Jira, GIT, Jenkins;
Experience with working with message queues like RabbitMQ or ZeroMQ;
Theoretical foundations as well as practical experience in designing and implementing distributed systems;
Solid theoretical background in Computer Science;
Experience with working in Agile development environments, preferably following Scrum methodology;
Strong knowledge of HTTP and (REST) API design;
Experienced in front-end development including : HTM5L/CSS3 , jQuery, Bootstrap, Sass/Less;
Good English communication skills in speaking and writing;
Following items are plus points:
Skilled in Linux/Systems administration.
Good knowledge of JavaScript frameworks (React.js).
What do we offer?
Very good compensation (regular employment is preferable but we can also go with B2B);
Gym membership;
Medical Insurance;
Nice office in the heart of the city;
Fruits at work;
Great atmosphere.
How to apply
We accept applications exclusively through our recruiting platform, found under the ‘Apply Now’ link.                     
                "
"161","Lead Product Manager, Social and Display","StubHub","San Francisco, CA","pm sem","https://stackoverflow.com/jobs/149764/lead-product-manager-social-and-display-stubhub?a=Oe1vXNQpSU0&so=i&sec=False&pg=7&offset=9&total=167&q=data+science","Internet Marketing","Job description
                    
Requisition: R0017999ORGANIZATION: StubHub,http://www.stubhub.com (an eBay company NASDAQ: EBAY)
StubHub connects people through inspiring event experiences. We connect fans with their favorite teams, shows and artists and introduce them to the ones they will love next. As the largest ticket marketplace in the world, we enable fans to buy and sell tickets to tens of thousands of events, whenever they want, through our desktop and mobile experiences, including our StubHub app for iPhone, iPad, Apple Watch and Android. Offering a superior fan experience at its core, StubHub reinvented the ticket resale market in 2000 and continues to lead it through innovation. Our industry firsts include the introduction of the first ticketing application, the first interactive seat mapping tool and the first live entertainment rewards program, Fan Rewards™. 
We are looking for a Lead Product Manager to head up our Social and Display Technology Team. The role reports to the Head of Marketing and Distribution Technology and will work closely with their business and marketing counterparts to define and execute a cohesive business, marketing and technology strategy for the global paid social and display channel.  This position will be based in our San Francisco headquarters.Key responsibilities include:

Understanding the business, competitive, technology and customer environment as it relates to paid social and display advertising in the ticketing, live events and eCommerce space.
	Defining the tech strategy and roadmap in partnership with marketing and business stakeholders, including the long term vision, tactical roadmap and specific requirements for social and display products.
	Writing epics and stories that clearly translate business needs into specific technical requirements and managing backlog end to end in Jira.
	Executing on roadmap in partnership with the engineering and project management leads to deliver products that enable target business results on time, on scope and budget.
	Sharing business accountability with business and marketing stakeholders, together defining KPI’s both for business and tech and co-owning accountability for achieving these goals.
	Using data to develop a development process centered around rapid iterative testing with tuning based on data
	Developing a Global Platform by defining the technology, roadmap and strategy to support a global business.
	Communicating strategy, vision, status and technology clearly and concisely to all levels of management and stakeholders.
EDUCATION, SKILLS AND EXPERIENCE

10+ years of experience in technical product management as a product owner in an agile environment, leading products with proven business success.
	5+ years of hands on experience with social and display technology with proven business success, preferably at a F500 company in the ticketing, eCommerce or related industry.
	Deep technical understanding of the paid advertising space and the technology used in the industry, ideally with SFMC, Omniture, Google Tag Manager, Flashtalking and Doubleclick Campaign Manager.
	Familiarity with automated AI driven bidding including bid optimization, data science models and technology used to power this in the paid social and display channel.
	Exceptional analytical and problem solving skills with previous experience structuring and performing complex analysis in the digital marketing space.
	Polished communication skills in email, presentation, powerpoint
	Passion for live events - sports/concert/entertainment enthusiast a plus

                "
"162","Software Engineer @ IDEO / Creatively Build Beautiful Products","IDEO San Francisco","San Francisco, CA","ruby-on-rails design javascript angular mysql","https://stackoverflow.com/jobs/146801/software-engineer-ideo-creatively-build-ideo-san-francisco?a=NepJPMU58hG&so=i&sec=False&pg=7&offset=10&total=167&q=data+science","Consulting, Creative Services, Design","Job description
                    
In a nutshell:
Creative Difference is a new venture borne out of IDEO’s Design for Change studio.  It is an enterprise tool used to assess an organization’s creative competencies in the areas of innovation, competitiveness, and adaptability.  We are in search for a mid-level Software Engineer to join our team to help us build and evolve the Creative Difference platform.  
Why is this role important for IDEO’s work?
Our Design for Change studio’s Product Team, based out of our San Francisco office, is looking to scale up its engineering on the Creative Difference product team so we can impact thousands to millions of organizations to help them become more innovative. We need your help to streamline the product, iterate on features, and improve the customer experience. It is a small team with a big goal.
Once you are here, you will:
Build on existing codebase to implement new features, fix bugs, and evolve the product
Work on the full application stack: front-end marketing site, front-end user application, back-end API, administration, and data modeling
Work closely with the product owner, interaction designers, and engineering team to uncover new customer needs, prioritize tasks, and implement new features
Work with a data analyst to analyze and provide solutions to data questions
Collaborate with other developers via code reviews and occasional pair programming
Collaborate with IDEO’s talented design team to help shape the product roadmap
Relevant Experience
Must Haves
5+ years experience working on production-quality software in a team environment
3+ years experience working on production-quality Ruby on Rails apps
Fluency and comfort working with:
Javascript and Angular (or other Javascript frameworks)
Databases (data modeling, optimization)
Automated testing (we use RSpec + Capybara)
Git
Good sense of visual design with an emphasis on building beautiful products with the user in mind
Able to easily dive in, understand, and build on an existing codebase
A passion for readable, extensible, beautiful and simple code.
Above and Beyond
BS / MS in computer science or related engineering field
Stay current with latest development best practices -- able to share industry insights with the team and provide input on process and/or architectural decisions
Experience refactoring large codebases or building out service components
Interest in ML/AI/data science - algorithms, modeling, TensorFlow, etc
Going from coding to a brainstorm then diving back into code is the perfect day
Contributing to great visual design alongside world-class designers sounds blissful
You’re excited to be at IDEO, learn more about Design Thinking, and work amongst super creative people
What does IDEO offer you?
IDEO is a place unlike any other. It’s a place where you can solve diverse, complex challenges for our clients or the organization, alongside thoughtful, intelligent individuals who lead with curiosity, empathy, and optimism. Sure we work hard, but we also intentionally craft moments that allow our community to pause, create, and connect. We encourage our community to bring their whole selves to work, respect the need for work-life balance, and allow for autonomy in the design process and your career.
IDEO San Francisco’s Design for Change Studio focuses on helping organizations adapt to and drive change. At times we’re redesigning the employee and customer experience, other times we’re helping to build innovation engines within organizations, and sometimes even unifying large companies with a common purpose.
Check out some of our work:
Creative Difference - We designed a tool to assess an organization's creative competitiveness.  
IDEO U: An online school where anyone can unlock their creative potential through design thinking and collaboration
OI Engine: An innovation software product, helping organizations engage their people and networks in creative problem-solving online
Intercorp: Launching an innovation lab to benefit Peruvians
Team Rubicon: Designing a Global plan for disaster response

                "
"163","Sr Software Engineer","Apple Inc.","Cupertino, CA","ios mac osx lua c++","https://stackoverflow.com/jobs/146400/sr-software-engineer-apple-inc?a=N64MMl3dGBW&so=i&sec=False&pg=7&offset=11&total=167&q=data+science","Consumer Electronics","Job description
                    
Apple’s Applied Machine Learning team has built systems for a number of large-scale data science applications. We work on many high-impact projects that serve various Apple lines of business. We use the latest in open source technology and as committers on some of these projects, we are pushing the envelope. Working with multiple lines of business we manage many streams of Apple-scale data. We bring it all together and unleash business value. We do all this with an exceptional group of software engineers, data scientists, dev-ops engineers and managers.Key Qualifications:•The position requires a solid knowledge of secure coding practices and experience with open source technologies.•Strong Object Oriented Programming skills and proficiency in Java.•Experience in distributed systems, design and implementation of high throughput, low latency applications.•Solid CS background, concurrent programming, and data structures.•Solid understanding of NoSQL technologies like Cassandra.•Solid understanding and working knowledge of Hadoop.•Exposure to other languages such as Lua, C++, Lisp, Scala, Haskell, etc., would be desirable.•Deep understanding of TCP, websockets, and libraries like Netty.•Excellent problem solving skills, critical thinking, and communication skills.•Strong ability to learn new technologies in a short time.Description:Join Apple's Applied Machine Learning Team, as a Senior Software Engineer, to build innovative software applications. Candidates should have development and implementation experience on large scale mission critical applications. The main responsibilities for this position include:Designing innovative solutions while playing a hands-on development role to deliver products in a rapid and dynamic environment.Involvement in challenging and fast paced projects supporting Apple's business by delivering innovative solutions to given challenges.Develop tools to monitor system health, performance, and reliability.The candidate is expected to be self-motivated, proactive, and a solution-oriented individual.Education:BS in computer science with 7-10 years or MS plus 5-7 years experience or related experience.Apple is an Equal Employment Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities.                    
                "
"164","Commerce Software Engineer, Apple Media Products","Apple Inc.","Cupertino, CA","mac osx ios unix linux","https://stackoverflow.com/jobs/148035/commerce-software-engineer-apple-media-products-apple-inc?a=NE4yLp9fLmU&so=i&sec=False&pg=7&offset=12&total=167&q=data+science","Consumer Electronics","Job description
                    
The iTunes Store Commerce engineering team is looking for a proven Software Engineer for payment processing and related functions in commerce interactions on the iTunes Store, including Account Creation, Manage Payment Info, Content Purchase, In-App purchase, subscriptions and more. Join our exciting engineering team that has been leading the digital distribution industry by constantly developing innovative features since its launch. The position requires someone who's comfortable with all aspects of the software design cycle. The role has a focus on developing and maintaining fraud detection and prevention of payment processing and related functions in a high performance distributed system.Key Qualifications:•Exceptional Java programming skills•Object-oriented programming•Deep experience in Unix/Linux•Entity relationship modeling•Experience with Key/Value Stores•Experience programming for eventual consistency•Experience or interest in fraud detectionDescription:This position covers all aspects of engineering solution for fraud detection and prevention related to payment processing and related functions in iTunes store. We are looking for a self starting, energetic individual who is not afraid to question assumptions and with excellent written and oral skills.You will cover fraud detection and prevention related to functions for all kinds of payment types worldwide, to ensure secure signup of payment method in iTunes store and purchasing of all types of content on the iTunes Store (from ringtones, songs to apps, in-apps and subscriptions) using such payment methods.You will be responsible for features of payment method signup with iTunes account, including payment method verification, risk evaluation and business policy definition and implementation etc.You will be responsible for features to safeguard purchasing of all types of content on the iTunes Store using different payment methods, including account authentication, multiple factor of verification to verify account & payment identity, risk decision of transaction.You will work on features of commerce interaction to ensure best user experience while ensuring payment security with each different payment types.You will work on features to enable management of permission and usage of iTunes accounts and their associated payment methods.You will work closely with other teams in iTunes Store as well as other departments of Apple, including business, operation, data science etc., for features related to fraud integration to ensure free flow of commerce data and fraud decision across systems.You will work with different kinds of payment providers worldwide for fraud related integration between iTunes store and payment providers, for fraud related data exchange.Education:BS in STEM, or equivalent work experienceApple is an Equal Employment Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities.                    
                "
"165","FBI Special Agent - STEM Careers","Federal Bureau of Investigation (FBI)","Austin, TX","database malware network-programming tagging security","https://stackoverflow.com/jobs/138696/fbi-special-agent-stem-careers-federal-bureau-of?a=KvT6Rc64HhS&so=i&sec=False&pg=7&offset=13&total=167&q=data+science","Cybersecurity, Federal Agencies, Law Enforcement","Job description
                    
Use your technology expertise in a career like no other! As an FBI Special Agent, you will bring your skills, talents and integrity to a dedicated team working at the highest level to get ahead of threats, protect the American people and uphold the Constitution of the United States.
A “routine” day may include interviewing a subject for an ongoing investigation in the morning, testifying in court about a computer breach before lunch, planning an operation in the afternoon and speaking about cyber threats at a community event in the evening. You may participate in arrests or raids, and execute search warrants and other dangerous assignments. You must maintain a high level of physical fitness, think on your feet, and be able to effectively respond to life-threatening situations. In an organization made up of careers like no other, being a Special Agent can be a lifelong career of uncommon days and amazing experiences — as part of a mission-focused family that is One FBI.
Special Agents are responsible for enforcing more than 300 federal statutes, as well as conducting sensitive national security investigations. You’ll work to develop relationships within and across communities and educate fellow law enforcement and national security partners at local, state, federal, and international levels, all to support our mission: To protect the American people and uphold the Constitution of the United States.
DUTIES
You are a problem solver with great analytical skills and leadership experience; you know how to get things done both in a demanding team environment and independently. Your ability to adapt to changing situations and clearly communicate across management, peer groups, external communities and stakeholders contributes to your ability to keep our nation safe. You’re naturally curious and always driven to find a solution. You notice minute details, yet remain strategic. You objectively evaluate information and make sound judgments. Honesty and integrity are more than just words to you — they are the foundation of who you are. You take pride in making a difference in the communities you serve, and bringing your background and unique skills to initiatives that impact our most important stakeholders: the American people.
In this role, you’ll be expected to use both established and innovative approaches to tackle some of the toughest challenges of our age. This opportunity should not be taken lightly. The FBI Special Agent position requires significant commitment and dedication from you and your family, but you’ll go home every night knowing you’re making a difference. Being an FBI Special Agent is an experience you'll never forget.
Though individuals of all backgrounds are highly encouraged to apply, we’re specifically seeking the following skills:
SCIENCE, TECHNOLOGY, ENGINEERING AND MATH (STEM): Accounting, forensic science, computer technology, cyber security, electronics, economics, finance, biometrics, encryption, data science, information technology, mathematics, chemistry, computer forensics, biology, and more. When people say STEM, you perk up because you know they are talking about you.
FOREIGN LANGUAGES: You may have been raised speaking a language other than English, taught it for a few years or even participated in intensive learning before going overseas to use it. You know that your language skills can make a difference: Arabic, Yoruba, Mandarin, Tagalog, Russian, Spanish, Farsi, Punjabi, Pashtu, Urdu and more.
Skills & Requirements
KEY REQUIREMENTS
Minimum Qualifications: 
Must be at least age 23 and not yet 37 at the time of your appointment. (Age waivers are available.)
Must be able to obtain a Top Secret Clearance.
Must possess a valid driver's license.
Must meet the FBI’s physical fitness requirements.
Must commit to serving as a Special Agent for a minimum of three (3) years.
Work Experience: All Special Agent applicants must also have at least three (3) years of full-time professional work experience unless they qualify for a waiver. Work experience showing progressive growth, leadership and responsibility is preferred. Certain specified experiences and/or abilities waive the three-year full-time work experience requirement. These include applicants with degrees in Computer Science, Information Technology, a Juris Doctorate (J.D.) degree and Certified Public Accountants (CPAs). Applicants with masters’ and/or doctorate degrees require two (2) years of full-time work experience. NOTE: Meeting the requirements for a waiver does not guarantee that you will be deemed ""Most Competitive.""
Physical Requirements: Applicants must pass FBI Special Agent Physical Requirements, including medical and hearing standards. Applicants must also pass the Physical Fitness Test (PFT) and be physically fit to complete a Basic Field Training Course at Quantico and effectively respond to life-threatening situations in the field.
For more information about the Special Agent Selection System (SASS) physical fitness requirements and work experience waivers, please visit https://fbijobs.gov/career-paths/special-agents.
QUALIFICATIONS AND EVALUATIONS
Special Agent candidates must go through an extensive testing and interview process. Learn more about this on www.fbijobs.gov.
AUTOMATIC DISQUALIFIERS
Applicants convicted of a felony, who use illegal drugs in violation of the FBI Employment Drug Policy, who are in default of a student loan insured by the U.S. Government, who fail an FBI urinalysis drug test or who fail to register with the Selective Service System (males only) are not eligible for employment with the FBI.
Applicants should consider that the average processing time to complete all stages of the selection process may take approximately one (1) year. The FBI may disqualify applicants at any time during the process, should it be determined that they will reach age 37 before appointment to the Basic Field Training Course.
SECURITY
Must be able to obtain a Top Secret Clearance.
HOW TO APPLY
When submitting applications, please follow the Federal Resume Template available at www.fbijobs.gov under the “Documents for Application” tab. This page also gives many details about the application process.    
Learn more about the special agent career, fitness requirements, and the Physical Fitness Test (PFT) here.
Learn more about the job posting on apply.fbijobs.gov.
Equal Employment Opportunity
The FBI is proud to be an Equal Opportunity Employer; our employees come from diverse backgrounds but share a common mission that makes us One FBI — and all qualified applicants will receive consideration. Except where otherwise provided by law, selection will be made without regard to, and with no discrimination based on color, race, religion, national origin, political affiliation, marital status, parental status, physical or mental disability, genetic information, age, sex, sexual orientation, membership or non-membership in an employee organization, personal favoritism or any other non-merit factors.                    
                "
