"","title","company","location","desc","ind","industry_clean"
"593","DBA (Database Administrator)","Spherexx","Tulsa, OK","Job description
                    
Term:  This is a full-time in-house administrator position.  This is not a consulting, contractor, or remote position.
Project Scope:  Architect a database structure for an ever-growing number of 3rd party vendors feeding data to us.   We need a strategy to store daily, weekly monthly, quarterly, annual data sets so we can quickly present this compiled data in historical trending charts including things like quarter over quarter, year over year data.  We also want to cross-pollinate this disparate data to help our clients see the correlations between these different 3rd party vendor data.  Serving up all these different silos of data to quickly render into charts requires a data delivery strategy we need our consultant to devise for us.  You’ll be in charge of building this strategy from ground zero and we will not be keeping any processes we are currently using.
 Requirements For Experience:  Hands on recent projects showing proof of the skill sets we need to guide us through big data expansion.  Proven examples of strategy building from the ground up on a proven big data platform.  In other words, we don’t’ want our projects to be your virgin voyage.
You will co-engineer sustainable solutions with our data science team to build big data models thinking proactively to scale ahead, integrated with a provisioned infrastructure to serve data via APIs and streams to integrate analytics with product platforms.  You will help architect, design and build a data pipeline that serves hundreds of thousands of data points.  We will be utilizing shared services on the AZURE platform unless you have a different recommendation.
Requirements
3-4 years of experience administering database technologies (i.e., SQL Server, Postgres, Oracle, etc)Proficient in designing efficient ETL workflows.
Extreme programming fluency with one or more of the following languages Java, Scala, R, Python.Leverage data processing technologies like Hadoop, Kafka, Presto, Spark, Cassandra and Neo4J in our infrastructure. We will expect you to make a recommendation of the data processing technology you would recommend we use after we brief you on the project.Experience supporting and architecting data models for distributed systems and large-scale applications. Independent, self-starter, strong communication, collaboration and mentoring skills
Entrepreneurial drive and demonstrated ability to achieve stretch goals in an innovative and fast-paced environment.
Excellent problem-solving and analytical skills
Ability to tune the data processing technology you recommend to improve performance and end-user experience.
Associates degree plus 5 years of experience in Computer Science or other related fields; or BS Degree
Performance Tuning, including documenting all requirements and steps for reference by the in-house programming team.
Benefits Package: competitive time-off package, competitive (employer subsidized) medical insurance package offered after the 60th day of full-time employment in addition to dental, vision, and life insurance, on-site fitness center, media center, indoor basketball court, full-service coffee bar, and many more office perks.
Salary:  Salary is negotiable and dependent on experience. Spherexx.com® is always looking for passionate developers who crave new challenges.                      
                ",1,"Finance"
"594","Product Manager","Kiip","San Francisco, CA","Job description
                    
Product Manager
About You:
You are a product manager with at least 3 years experience in the programmatic advertising space, ideally by owning premium inventory product solutions in a mobile environment.  You have a passion for understanding and solving business needs in this space by working directly with internal programmatic Sales and demand- and supply-side partners, incorporating their requirements, and launching implementations. You have taken an existing product and made it better, using data, product performance research, and a little bit of intuition.  You have worked with cross-functional teams (e.g. Sales, engineers) to successfully ship product improvements and bug fixes against critical deadlines, and have figured out how to get the best work out of everyone you collaborate with. You are thoughtful, analytical, and optimistic.
Responsibilities:
Create programmatic solutions that maximize key business metrics.
Decisively lead a cross-functional team including Sales, Operations, Engineering, and third-party partners toward successful and high-quality releases in a fast-paced and open environment.
Lead development of the programmatic feature roadmap through conducting demand- and supply-side research, analyzing the competitive environment, and understanding key product metrics.
Exhibit sound product judgment and present clear, measurable objectives that will lead to achieving business goals.
Clearly communicate product ideas and benefits to internal stakeholders, including those at the executive level.
Drive new feature development from start to finish, including taking ownership of writing specs, working cross-functionally with related business and engineering teams, launching features, analyzing results, and synthesizing learnings.
Create and test thoughtful assumptions using market research, internal business input, partner specifications, data science findings, and limited releases / A/B testing.
Key Qualifications:
3+ years product management experience at a programmatic adtech internet software company. Experience in building experiences for iOS and Android.
Comfort with technical concepts in order to better manage trade-offs and project scoping.
Exceptional analytical skills with a focus on data-driven decision-making; demonstrated ability to use metrics and A/B testing to back up assumptions and develop business cases.
Ability to operate in an entrepreneurial environment, to thrive at an extremely fast pace, and to find creative ways to get things done.
Outstanding communication and presentation skills (ability to sell an idea internally).
Demonstrated passion for what we do.
BA or BS in technical field (computer science, engineering) ideal, MBA a plus.
Applicants must already have permission to work in the US and be able to work from our SF Office. We are a very diverse organization and welcome applications regardless of gender, ethnicity, sexuality etc. 
What we Offer
Free employee health insurance 
Catered daily lunches
Investment in professional development and training opportunities
Flexible work schedules
Dog friendly office
Quarterly employee events
A celebrity or two sprinkled here and there
As a Kiiper, you'd be able to have a huge impact from day one. Kiip is all about flexibility and letting people excel so there's no micro-managing, no facetime and lots of freedom. We get a lot of press such as this recent NY Times article and this coverage of our very favorable Nielsen report.
About Kiip (pronounced ""keep""):
Every app has its moments, and Kiip’s mission is to reward users during those times of achievement with valuable offers from major brands.  
We were named to Fast Company's Top 50 Most Innovative Companies list in 2013, a mobile titan by AdWeek, and a winner of Ad Week's 2016 Project Isaac Award. As a Kiiper, you'd be able to have a huge impact from day one.                     
                ",1,"Media"
"595","Scala Developer (m/f)","Risk.Ident GmbH","Hamburg, Deutschland","Job description
                    
We are currently looking for Scala Developers (m/f) to support our development teams. Two of our cross-functional and international teams are looking for support and both have many interesting challenges waiting for you: One team is developing a large scale cloud service for fraud prevention, building distributed responsive and resilient solutions which evaluate transactions in real-time. The second team is building a customizable SaaS solution which can also be deployed on premise for business customers, ingesting wide varieties of data for automatic classification of events, as well as providing a presentation layer for manual review / classification. 
Your Tasks
Development and maintenance of our main software components
Bringing in your ideas of how to improve our software by new technologies
Code reviews of your fellow developers
Supporting the release and deployment process
Working together with our data science team to develop and integrate new approaches for fraud detection
Skill Set
Experience in functional programming and / or OO, ideally on the JVM
Thorough knowledge of Scala, feeling comfortable with SBT and testing frameworks
Experience with agile software development processes
A team player, able to communicate in an open, constructive and friendly manner
Good English language skills (German is not required)
Hands-on experience with SQL, NoSQL and key-value stores, especially MongoDB and PostGreSQL, is a plus
Experience with Akka is a plus
Knowledge of search and information retrieval is a plus

                ",1,"Information Technology"
"596","Senior / Lead Data Engineer - Einstein","Salesforce","San Francisco, CA","Job description
                    
Senior / Lead Data Engineer - Einstein Data Science Team
The Einstein AI Data Science team at Salesforce is looking for both Senior AND Lead Data Engineers with Scala and/or Spark experience, to help us take one of the world's most extensive data sets and transform it into amazing products that feel like magic.
A typical day for you might include the following:
Developing data infrastructure that is able to ingest and transform data at huge scale coming from many different sources, different customers, and in many different varieties.
Developing machine learning infrastructure that can generalize across hundreds of thousands of Salesforce customers, but is expressive enough to actually generate high lift.
Brainstorming data product ideas with the data scientists and engineers that built some of the most exciting data products that hundreds of millions people use every day.
Working with internal product teams to ingest their data and sprinkle machine learning fairy dust on their products.
Participating in meal conversations with your team members about really important topics, such as: Should the cuteness of panda bears be a factor in their survivability? Is love a decision tree or a regression model? How far ahead would society be today if we had 12 fingers instead of 10?
What we care about:
Please note that this is NOT an entry level, college graduate role; you MUST have industry experience, preferrably with Scala and/or Spark. Advanced degrees alone do not replace real world experience.
We're a growing, diverse team and we work together on projects. We love to collaborate and help each other, and we want someone to share that ideology.
You have to be a very quick learner - we face new challenges every day, anything that ranges between the operating model of a financial services companies to how to make Spark work with the S3 file system. No school could prepare you for all of these, so you need to be very quick on your feet.
We develop real products. You need to be an expert in coding. We use Scala and functional programming principles, great if you do too or are willing to learn.
We have massive scale. You need to have experience in distributed, scalable systems. Consistency / availability tradeoffs are made here. You've tinkered with modern data storage, messaging, and processing tools (Kafka, Spark, Hadoop, Cassandra, etc.)
We run on AWS. We dockerize applications. You should have some notion of how to build, test, and deploy code to run on cloud infrastructure.
You have to be self sufficient - we operate like a startup, so everyone might do a bit of everything to get things done. You have to want to make a difference - we don't like status quo. We are looking for people who want to excel at everything they do, while still being able to prioritize between the must-haves and nice-to-haves.

                ",1,"Information Technology"
"597","Front-end Software Engineer- UI Developer","Intuitive Surgical","Sunnyvale, CA","Job description
                    
Company Description:
Who is Intuitive Surgical? The numbers tell an amazing story. Learn more about our company.
Joining Intuitive Surgical means joining a team dedicated to using technology to benefit patients by improving surgical efficacy and decreasing surgical invasiveness, with patient safety as our highest priority.Position Overview:The idea of surgical robotics was little more than a curiosity until 1999, the year Intuitive Surgical introduced the da Vinci® Surgical System. Today, Intuitive Surgical is the global leader in the rapidly emerging field of robotic-assisted minimally invasive surgery, helping surgeons offer their patients minimally invasive surgery more often and with better outcomes then conventional approaches for those patients who can benefit from it. As our company has grown in product reach and geography, our opportunity to improve our customer’s experience and our business operations using digital technologies is substantial and growing quickly.Primary Function of the Position:We’re embarking on an organizational transformation, extending our current offerings to include an immersive digital customer engagement. We are partnering with teams from analytics, data science and product engineering to deliver exceptional customer engagement, using deep insights from data to support executive decisions, streamline operations, and improve health outcomes. Areas of focus may include, but are not limited to: 
• Omni-channel patient and surgeon digital journeys• Achieving administrative efficiencies for internal stakeholders• Supporting new and emerging products and service offerings worldwide
We seek a strong Front-end UI Developer to help us build out our Digital platform. The individual will be responsible for leveraging current and emerging technologies to build out rich interactions for Web and Mobile solutions.Key Responsibilities:
• Work with product owners to build efficient, robust reusable front-end systems and abstractions• Develop functional and appealing web and mobile-based applications working with UI/UX designers• Evaluate new technologies and software for feasibility and desirability of incorporating them with the company's products• Work with third party vendors to develop software or integrate into company's products• Deliver front-end web strategy and development (including but not limited to responsive, e-Commerce, and mobile development), content management system integration and administration• Work collaboratively with marketing, designers and back-end developers • Code efficient, maintainable, scalable and cross-browser compatible CSS• Support the design and development process through creation and improvement of style guides and pattern libraries.                    
                ""Skills & requirements
                        
Job Requirements:
BS/MS degree in Computer Science, a related technical field or equivalent practical experience
8+ years’ of experience developing enterprise-class web technologies.
Proficiency with the JS ecosystem, including Node.js, NPM, webpack, Bower, QUnit
Experience with JavaScript, JQuery, JSON, HTML5, CSS3
Experience with frameworks like AngularJS, BackboneJS, Bootstrap, React.js
Proficient understanding of web markup, including HTML5, CSS3
Ability to explore and introduce new Front-end API’s
Advanced understanding of UX design principles for Web and Mobile Experiences
Strong experience in modern frontend concerns like cross-browser compatibility, responsive web design, performance & security
Coding for various browsers and versions, cross-browser testing with knowledge of compatibility concerns
Familiarity with API and Web services such as SOAP AND RESTWe are an AA/EEO/Veterans/Disabled employer.
                        
                    ",1,"Health Care"
"598","Senior Backend Engineer, Attribution","AdRoll","San Francisco, CA","Job description
                    
About the Role:
AdRoll’s Attribution Team is seeking a Senior Backend Engineer to develop a data pipeline that is designed to clearly exhibit the value of AdRoll’s marketing platform and all it provides for the client’s bottom line. You will join a ground floor effort, working closely with a small team of Engineers and Product Managers, to implement complex attribution models. This will give clients granular insights into their customer’s actions and pathway to conversion.
In this role, your mission will be to build out a massive data processing pipeline over terabytes of daily generated data. You will work with AWS infrastructure and data jobs yielding insights into how AdRoll’s advertising platform directly leads to customer purchase events. You will collaborate with our data science team to help them develop models against our attribution data set, which will bear an understanding into what marketing mixes lead the greatest results for our diverse client base. If you are a backend engineer who loves data, then you will be a great fit for this position.
At AdRoll Engineering, we value the freedom and autonomy we give to our employees and urge everyone to use a multitude of different technologies based on their interests. In this position, you have the chance to create, build, and own complex infrastructural pipelines.
Responsibilities:
Collaborate with various teams in order to gather requirements, design architectural solutions, and execute on plans
Make well-founded decisions on new technology and processes to adopt
Bring a curiosity to work every single day, and a willingness to ask questions of your coworkers; communication is key to team productivity
Mentor, teach, hire and share your knowledge to make our engineering team stronger
Qualifications:
Computer science degree
3+ years working in professional backend development
Experience with (or willingness to master) big data processing pipelines
Experience with (or willingness to master) our stack, in order of importance: Python, Docker, and AWS
Bonus Points:
Contributions to the open source community
Experience in a low level programming language and optimization
Compensation:
Competitive salary and equity
Medical / Dental / Vision benefits
Paid time off and generous holiday schedule
The opportunity to win the coveted Golden Bagel award

                ",1,"Media"
"599","Software Engineer - Scala (m/f) | Hamburg","Kreditech Holding SSL GmbH","Hamburg, Germany","Job description
                    
Join the financial revolution!
Are you passionate about finance and want to make a real change? Join Kreditech and our team of over 300 professionals and become part of a transforming industry. From engineering, to design, to analytics, and collections, we do things differently and we reward great ideas, team work and persistence.
You will join a highly skilled, dedicated and talented team such as Engineers, SRE, Data Scientist and Product Managers. You will work in a collaborative environment, where you will get the chance to become involved in the data-driven culture and manage its quality. You will be driving and performing best engineering practices to initiate, plan, and execute large-scale, cross functional programs.
If you are looking for an exciting new step in your career, with a fun team that likes very much to accomplish a lot and enjoy each other's company, then you've got that here!
Your Role
Design, develop and implement major new features in one of our product teams. Code backend Scala and Java distributed applications and services that survives at internet scale;
Implement complex software applications, maintainable, scalable systems capable of handling hundreds of requests a day;
Produce high quality software that is unit tested, code reviewed, specification documented and checked in regularly for continuous integration;
Create innovative prototypes and leading edge technology implementation while ensuring deliverables are high quality and meet user expectations and ensure team-wide adherence to software development standards;
Effectively manage day-to-day tasks to meet scheduled commitments and maintain stability of existing services and their underlying libraries;
Recommend application software solutions based on the business needs and work hard to consistently make systems simpler;
Collaborate with other departments (technical and non-technical), such as Product, Data Science and Site Reliability to review features specifications, determine feasible implementations and work together to determine best product designs;
Performs across-training and facilitates information sharing among team members. Coach and mentor other less experienced team members, helping them grow as engineers through code review, pairing, and mentoring.
What we offer
Share knowledge and mix with some of the most talented and skilled engineers and researchers in the business from around the globe;
Great atmosphere, collaborative and multinational environment, where you will get the chance to become involved in the data-driven culture and manage its quality;
An awesome office in the heart of Hamburg with the best views from the city and plenty of things to do close to the office when you’re not at work;
We also have the industry standard perks such as free drinks and fruit baskets every day, fun room, great team events, etc.

                ""Skills & requirements
                        
Your Strengths
2-5 years of experience with Scala, Java or other JVM-based languages;
You have experience writing distributed systems;
You care about quality and you know what it means to ship high quality code;
Expertise with SQL, RDBMS design and optimization;
Hands-on experience working with functional programming languages;
Theoretical foundations as well as practical experience designing and implementing distributed systems;
Solid theoretical background in Computer Science;
Experience working in Agile development environments, preferably following Scrum methodology;
Working knowledge of MongoDB or other NoSQL databases;
Strong knowledge of HTTP and (REST) API design;
Experience in JavaScript full stack development (e.g. AngularJS and Node.js) is a plus.
How to apply
We accept applications exclusively through our recruiting platform, found under the ‘Apply Now’ link.                         
                    ",1,"Finance"
"600","FBI Special Agent - STEM Careers","Federal Bureau of Investigation (FBI)","Chicago, IL","Job description
                    
Use your technology expertise in a career like no other! As an FBI Special Agent, you will bring your skills, talents and integrity to a dedicated team working at the highest level to get ahead of threats, protect the American people and uphold the Constitution of the United States.
A “routine” day may include interviewing a subject for an ongoing investigation in the morning, testifying in court about a computer breach before lunch, planning an operation in the afternoon and speaking about cyber threats at a community event in the evening. You may participate in arrests or raids, and execute search warrants and other dangerous assignments. You must maintain a high level of physical fitness, think on your feet, and be able to effectively respond to life-threatening situations. In an organization made up of careers like no other, being a Special Agent can be a lifelong career of uncommon days and amazing experiences — as part of a mission-focused family that is One FBI.
Special Agents are responsible for enforcing more than 300 federal statutes, as well as conducting sensitive national security investigations. You’ll work to develop relationships within and across communities and educate fellow law enforcement and national security partners at local, state, federal, and international levels, all to support our mission: To protect the American people and uphold the Constitution of the United States.
DUTIES
You are a problem solver with great analytical skills and leadership experience; you know how to get things done both in a demanding team environment and independently. Your ability to adapt to changing situations and clearly communicate across management, peer groups, external communities and stakeholders contributes to your ability to keep our nation safe. You’re naturally curious and always driven to find a solution. You notice minute details, yet remain strategic. You objectively evaluate information and make sound judgments. Honesty and integrity are more than just words to you — they are the foundation of who you are. You take pride in making a difference in the communities you serve, and bringing your background and unique skills to initiatives that impact our most important stakeholders: the American people.
In this role, you’ll be expected to use both established and innovative approaches to tackle some of the toughest challenges of our age. This opportunity should not be taken lightly. The FBI Special Agent position requires significant commitment and dedication from you and your family, but you’ll go home every night knowing you’re making a difference. Being an FBI Special Agent is an experience you'll never forget.
Though individuals of all backgrounds are highly encouraged to apply, we’re specifically seeking the following skills:
SCIENCE, TECHNOLOGY, ENGINEERING AND MATH (STEM): Accounting, forensic science, computer technology, cyber security, electronics, economics, finance, biometrics, encryption, data science, information technology, mathematics, chemistry, computer forensics, biology, and more. When people say STEM, you perk up because you know they are talking about you.
FOREIGN LANGUAGES: You may have been raised speaking a language other than English, taught it for a few years or even participated in intensive learning before going overseas to use it. You know that your language skills can make a difference: Arabic, Yoruba, Mandarin, Tagalog, Russian, Spanish, Farsi, Punjabi, Pashtu, Urdu and more.
Skills & Requirements
KEY REQUIREMENTS
Minimum Qualifications: 
Must be at least age 23 and not yet 37 at the time of your appointment. (Age waivers are available.)
Must be able to obtain a Top Secret Clearance.
Must possess a valid driver's license.
Must meet the FBI’s physical fitness requirements.
Must commit to serving as a Special Agent for a minimum of three (3) years.
Work Experience: All Special Agent applicants must also have at least three (3) years of full-time professional work experience unless they qualify for a waiver. Work experience showing progressive growth, leadership and responsibility is preferred. Certain specified experiences and/or abilities waive the three-year full-time work experience requirement. These include applicants with degrees in Computer Science, Information Technology, a Juris Doctorate (J.D.) degree and Certified Public Accountants (CPAs). Applicants with masters’ and/or doctorate degrees require two (2) years of full-time work experience. NOTE: Meeting the requirements for a waiver does not guarantee that you will be deemed ""Most Competitive.""
Physical Requirements: Applicants must pass FBI Special Agent Physical Requirements, including medical and hearing standards. Applicants must also pass the Physical Fitness Test (PFT) and be physically fit to complete a Basic Field Training Course at Quantico and effectively respond to life-threatening situations in the field.
For more information about the Special Agent Selection System (SASS) physical fitness requirements and work experience waivers, please visit https://fbijobs.gov/career-paths/special-agents.
QUALIFICATIONS AND EVALUATIONS
Special Agent candidates must go through an extensive testing and interview process. Learn more about this on www.fbijobs.gov.
AUTOMATIC DISQUALIFIERS
Applicants convicted of a felony, who use illegal drugs in violation of the FBI Employment Drug Policy, who are in default of a student loan insured by the U.S. Government, who fail an FBI urinalysis drug test or who fail to register with the Selective Service System (males only) are not eligible for employment with the FBI.
Applicants should consider that the average processing time to complete all stages of the selection process may take approximately one (1) year. The FBI may disqualify applicants at any time during the process, should it be determined that they will reach age 37 before appointment to the Basic Field Training Course.
SECURITY
Must be able to obtain a Top Secret Clearance.
HOW TO APPLY
When submitting applications, please follow the Federal Resume Template available at www.fbijobs.gov under the “Documents for Application” tab. This page also gives many details about the application process.    
Learn more about the special agent career, fitness requirements, and the Physical Fitness Test (PFT) here.
Learn more about the job posting on apply.fbijobs.gov.
Equal Employment Opportunity 
The FBI is proud to be an Equal Opportunity Employer; our employees come from diverse backgrounds but share a common mission that makes us One FBI — and all qualified applicants will receive consideration. Except where otherwise provided by law, selection will be made without regard to, and with no discrimination based on color, race, religion, national origin, political affiliation, marital status, parental status, physical or mental disability, genetic information, age, sex, sexual orientation, membership or non-membership in an employee organization, personal favoritism or any other non-merit factors.                    
                ",1,"Information Technology"
"601","Senior Java Developer (Remote)","IdeaScale","Berkeley, CA","Job description
                    
IdeaScale, offers a unique opportunity for talented, passionate, and highly-creative engineers to have a wide-ranging impact on our organization's products, operations, and services.  We're looking for developers who are passionate about writing great software, have a love for solving difficult problems, enjoy learning about new technologies and contributing to products used by millions.
If you:
Have knowledge of writing robust and reliable systems
Can ensure performance, quality and security aspects while building a product that delivers an awesome user experience
Enjoy discussing innovative ideas and code with your peers, coming up with great product solutions, and passing on your knowledge to others
Then we are the place for you!
What you will do:
Engage with other developers, front-end designers, product managers, and performance engineers
Liaise with technical leads and architects to promote great software design and quality
Drive innovation by coming up with new and surprising ideas for our products and processes
Develop awesome new features front-end to backend as part of a team
Point out issues with the existing architecture and code, and clean it up
Work with some of the latest technology hotness (like vagrant, packer, salt, etc)
What we expect from you:
Excellent understanding and working knowledge of Java
Deep architectural understanding of web applications
Good knowledge in some back-end technologies such as Spring, JPA, ElasticSearch, SQL(PostgreSQL or MySQL)
Knowledgeable on common Internet security issues and the OWASP top 10
Excellent debugging skills and attention to detail
Superior creative and innovative problem-solving skills
Initiative, and the ability to work independently and as part of a team
Excellent communication skills with fluent English (both written and spoken forms)
Preferred skills:
Knowledge of some of the standard front-end technologies such as CSS (such as Bootstrap), JavaScript (such as JQuery and Angular), REST and JSON
Knowledge of open-source libraries, tools, and frameworks, e.g. for logging (such as log4j) , wiring, testing (such as TestNG and Selenium), and building (such as Gradle). The more the merrier!
Solid understanding of authentication and/or authorization solutions (e.g., OAuth, SSO, etc)
Excitement for the latest trends in application design
Experience with agile software development methodologies like XP and Scrum
Interest in learning more about new languages and frameworks
Demonstrated passion for ML and/or data science
Strong algorithmic knowledge and/or experience with distributed systems
From Senior Developers we additionally expect the following super-powers:
Broad knowledge and understanding of the industry
Wide experience of successful and failed projects
Ability to slice and dice problems so they can be worked on by several people
Desire and ability to mentor junior developers
Relaxed yet enthusiastic attitude
Experience with Micro-Services.
Experience of Experience in multi-tiered distributed systems, web services, APIs, and relational & NoSQL databases
5 to 10 years (or more) in a professional development role
What we can offer you:
The opportunity to grow with like minded individuals
Private medical healthcare
Generous PTO
401k
Flexible work hours                    
                ",1,"Information Technology"
"602","Lead Data Engineer","Wallaby Financial","Pasadena, CA","Job description
                    
About the Role:
Own and drive complex technical projects from the planning stage through execution
Work as hands-on data modeler and ad-hoc data analyst when needed
Work on data access APIs and server-to-server batch transmissions
Work to produce regular automated reports on complex and disparate data sets
Work with DBAs and DevOps to ensure proper scaling and monitoring of various data stores
Skills & Requirements
About You:
At least 4 years experience building complex back-end data systems with at least two years of focus on modern open source NoSQL technologies (Redis and Hadoop a plus)
At least 4 years experience with Java or similar object-oriented language
Extensive use of Open Source software
Experience with schema modeling and large-scale migrations of databases
Experience with APIs and caching paradigms for CRUD queries at scale to abstract a service layer from its underlying DAO/DB (Spring, Hibernate, Memcache a plus)
Experience with large scale logfile aggregation and analysis for trends, errors, and data insights
Experience with data pipelines from raw logs through continuous processing to visual reports
Experience with virtual cloud automation (AWS, Chef, Docker, etc.)
Experience collaborating with Operations teams to ship large-scale data solutions
Solid understanding of DevOps philosophy
Solid understanding of the data and operational complexities around consistency, job monitoring, failover, and archive retention.
Roots in technology, working on development teams
Experience working within an agile environment
Strong written and verbal communication skills

                ",1,"Finance"
"603","Java and Go Senior Developer (m/f) | Warsaw","Kreditech Holding SSL GmbH","Warsaw, Poland","Job description
                    
Join the financial revolution!
Welcome to Kreditech, an European FinTech Company that is revolutionizing the way banking works. In our newly opened Warsaw Technology Office you will be able to work with our brilliant team and build fantastic software in a startup-like atmosphere.
Your Role
You will work closely with other departments, such as Product, Marketing and Data Science to implement new features to one of our products;
You will write and test codes that survive at Internet scale;
You will work hard to consistently make systems simpler.
Your Strengths
Knowledge of Java or GoLang programming languages;
Knowledge in SQL and NoSQL databases;
Experience with object relational mappers;
Experience with working in DevOps environment with Jira, GIT, Jenkins;
Experience with working with message queues like RabbitMQ or ZeroMQ;
Theoretical foundations as well as practical experience in designing and implementing distributed systems;
Solid theoretical background in Computer Science;
Experience with working in Agile development environments, preferably following Scrum methodology;
Strong knowledge of HTTP and (REST) API design;
Experienced in front-end development including : HTM5L/CSS3 , jQuery, Bootstrap, Sass/Less;
Good English communication skills in speaking and writing;
Following items are plus points:
Skilled in Linux/Systems administration.
Good knowledge of JavaScript frameworks (React.js).
What do we offer?
Very good compensation (regular employment is preferable but we can also go with B2B);
Gym membership;
Medical Insurance;
Nice office in the heart of the city;
Fruits at work;
Great atmosphere.
How to apply
We accept applications exclusively through our recruiting platform, found under the ‘Apply Now’ link.                     
                ",1,"Finance"
"604","Lead Product Manager, Social and Display","StubHub","San Francisco, CA","Job description
                    
Requisition: R0017999ORGANIZATION: StubHub,http://www.stubhub.com (an eBay company NASDAQ: EBAY)
StubHub connects people through inspiring event experiences. We connect fans with their favorite teams, shows and artists and introduce them to the ones they will love next. As the largest ticket marketplace in the world, we enable fans to buy and sell tickets to tens of thousands of events, whenever they want, through our desktop and mobile experiences, including our StubHub app for iPhone, iPad, Apple Watch and Android. Offering a superior fan experience at its core, StubHub reinvented the ticket resale market in 2000 and continues to lead it through innovation. Our industry firsts include the introduction of the first ticketing application, the first interactive seat mapping tool and the first live entertainment rewards program, Fan Rewards™. 
We are looking for a Lead Product Manager to head up our Social and Display Technology Team. The role reports to the Head of Marketing and Distribution Technology and will work closely with their business and marketing counterparts to define and execute a cohesive business, marketing and technology strategy for the global paid social and display channel.  This position will be based in our San Francisco headquarters.Key responsibilities include:

Understanding the business, competitive, technology and customer environment as it relates to paid social and display advertising in the ticketing, live events and eCommerce space.
	Defining the tech strategy and roadmap in partnership with marketing and business stakeholders, including the long term vision, tactical roadmap and specific requirements for social and display products.
	Writing epics and stories that clearly translate business needs into specific technical requirements and managing backlog end to end in Jira.
	Executing on roadmap in partnership with the engineering and project management leads to deliver products that enable target business results on time, on scope and budget.
	Sharing business accountability with business and marketing stakeholders, together defining KPI’s both for business and tech and co-owning accountability for achieving these goals.
	Using data to develop a development process centered around rapid iterative testing with tuning based on data
	Developing a Global Platform by defining the technology, roadmap and strategy to support a global business.
	Communicating strategy, vision, status and technology clearly and concisely to all levels of management and stakeholders.
EDUCATION, SKILLS AND EXPERIENCE

10+ years of experience in technical product management as a product owner in an agile environment, leading products with proven business success.
	5+ years of hands on experience with social and display technology with proven business success, preferably at a F500 company in the ticketing, eCommerce or related industry.
	Deep technical understanding of the paid advertising space and the technology used in the industry, ideally with SFMC, Omniture, Google Tag Manager, Flashtalking and Doubleclick Campaign Manager.
	Familiarity with automated AI driven bidding including bid optimization, data science models and technology used to power this in the paid social and display channel.
	Exceptional analytical and problem solving skills with previous experience structuring and performing complex analysis in the digital marketing space.
	Polished communication skills in email, presentation, powerpoint
	Passion for live events - sports/concert/entertainment enthusiast a plus

                ",1,"Media"
"605","Software Engineer @ IDEO / Creatively Build Beautiful Products","IDEO San Francisco","San Francisco, CA","Job description
                    
In a nutshell:
Creative Difference is a new venture borne out of IDEO’s Design for Change studio.  It is an enterprise tool used to assess an organization’s creative competencies in the areas of innovation, competitiveness, and adaptability.  We are in search for a mid-level Software Engineer to join our team to help us build and evolve the Creative Difference platform.  
Why is this role important for IDEO’s work?
Our Design for Change studio’s Product Team, based out of our San Francisco office, is looking to scale up its engineering on the Creative Difference product team so we can impact thousands to millions of organizations to help them become more innovative. We need your help to streamline the product, iterate on features, and improve the customer experience. It is a small team with a big goal.
Once you are here, you will:
Build on existing codebase to implement new features, fix bugs, and evolve the product
Work on the full application stack: front-end marketing site, front-end user application, back-end API, administration, and data modeling
Work closely with the product owner, interaction designers, and engineering team to uncover new customer needs, prioritize tasks, and implement new features
Work with a data analyst to analyze and provide solutions to data questions
Collaborate with other developers via code reviews and occasional pair programming
Collaborate with IDEO’s talented design team to help shape the product roadmap
Relevant Experience
Must Haves
5+ years experience working on production-quality software in a team environment
3+ years experience working on production-quality Ruby on Rails apps
Fluency and comfort working with:
Javascript and Angular (or other Javascript frameworks)
Databases (data modeling, optimization)
Automated testing (we use RSpec + Capybara)
Git
Good sense of visual design with an emphasis on building beautiful products with the user in mind
Able to easily dive in, understand, and build on an existing codebase
A passion for readable, extensible, beautiful and simple code.
Above and Beyond
BS / MS in computer science or related engineering field
Stay current with latest development best practices -- able to share industry insights with the team and provide input on process and/or architectural decisions
Experience refactoring large codebases or building out service components
Interest in ML/AI/data science - algorithms, modeling, TensorFlow, etc
Going from coding to a brainstorm then diving back into code is the perfect day
Contributing to great visual design alongside world-class designers sounds blissful
You’re excited to be at IDEO, learn more about Design Thinking, and work amongst super creative people
What does IDEO offer you?
IDEO is a place unlike any other. It’s a place where you can solve diverse, complex challenges for our clients or the organization, alongside thoughtful, intelligent individuals who lead with curiosity, empathy, and optimism. Sure we work hard, but we also intentionally craft moments that allow our community to pause, create, and connect. We encourage our community to bring their whole selves to work, respect the need for work-life balance, and allow for autonomy in the design process and your career.
IDEO San Francisco’s Design for Change Studio focuses on helping organizations adapt to and drive change. At times we’re redesigning the employee and customer experience, other times we’re helping to build innovation engines within organizations, and sometimes even unifying large companies with a common purpose.
Check out some of our work:
Creative Difference - We designed a tool to assess an organization's creative competitiveness.  
IDEO U: An online school where anyone can unlock their creative potential through design thinking and collaboration
OI Engine: An innovation software product, helping organizations engage their people and networks in creative problem-solving online
Intercorp: Launching an innovation lab to benefit Peruvians
Team Rubicon: Designing a Global plan for disaster response

                ",1,"Business Services"
